,number,value,datetime_start,datetime_complete,duration,params_ADP_ZS_beta_win,params_ADP_ZS_stop_loss,params_ADP_ZS_trade_freq,params_ADP_ZS_z_entry,params_ADP_ZS_z_exit,params_ADP_ZS_z_stop_scaler,params_ADP_ZS_z_win,params_AMGN_PDD_beta_win,params_AMGN_PDD_stop_loss,params_AMGN_PDD_trade_freq,params_AMGN_PDD_z_entry,params_AMGN_PDD_z_exit,params_AMGN_PDD_z_stop_scaler,params_AMGN_PDD_z_win,params_AMZN_LULU_beta_win,params_AMZN_LULU_stop_loss,params_AMZN_LULU_trade_freq,params_AMZN_LULU_z_entry,params_AMZN_LULU_z_exit,params_AMZN_LULU_z_stop_scaler,params_AMZN_LULU_z_win,params_ANSS_GFS_beta_win,params_ANSS_GFS_stop_loss,params_ANSS_GFS_trade_freq,params_ANSS_GFS_z_entry,params_ANSS_GFS_z_exit,params_ANSS_GFS_z_stop_scaler,params_ANSS_GFS_z_win,params_CSCO_KLAC_beta_win,params_CSCO_KLAC_stop_loss,params_CSCO_KLAC_trade_freq,params_CSCO_KLAC_z_entry,params_CSCO_KLAC_z_exit,params_CSCO_KLAC_z_stop_scaler,params_CSCO_KLAC_z_win,params_CSX_MDB_beta_win,params_CSX_MDB_stop_loss,params_CSX_MDB_trade_freq,params_CSX_MDB_z_entry,params_CSX_MDB_z_exit,params_CSX_MDB_z_stop_scaler,params_CSX_MDB_z_win,params_CSX_SNPS_beta_win,params_CSX_SNPS_stop_loss,params_CSX_SNPS_trade_freq,params_CSX_SNPS_z_entry,params_CSX_SNPS_z_exit,params_CSX_SNPS_z_stop_scaler,params_CSX_SNPS_z_win,params_CTSH_IDXX_beta_win,params_CTSH_IDXX_stop_loss,params_CTSH_IDXX_trade_freq,params_CTSH_IDXX_z_entry,params_CTSH_IDXX_z_exit,params_CTSH_IDXX_z_stop_scaler,params_CTSH_IDXX_z_win,params_CTSH_LRCX_beta_win,params_CTSH_LRCX_stop_loss,params_CTSH_LRCX_trade_freq,params_CTSH_LRCX_z_entry,params_CTSH_LRCX_z_exit,params_CTSH_LRCX_z_stop_scaler,params_CTSH_LRCX_z_win,params_DXCM_ISRG_beta_win,params_DXCM_ISRG_stop_loss,params_DXCM_ISRG_trade_freq,params_DXCM_ISRG_z_entry,params_DXCM_ISRG_z_exit,params_DXCM_ISRG_z_stop_scaler,params_DXCM_ISRG_z_win,params_GEHC_IDXX_beta_win,params_GEHC_IDXX_stop_loss,params_GEHC_IDXX_trade_freq,params_GEHC_IDXX_z_entry,params_GEHC_IDXX_z_exit,params_GEHC_IDXX_z_stop_scaler,params_GEHC_IDXX_z_win,params_GEHC_LRCX_beta_win,params_GEHC_LRCX_stop_loss,params_GEHC_LRCX_trade_freq,params_GEHC_LRCX_z_entry,params_GEHC_LRCX_z_exit,params_GEHC_LRCX_z_stop_scaler,params_GEHC_LRCX_z_win,params_GEHC_QCOM_beta_win,params_GEHC_QCOM_stop_loss,params_GEHC_QCOM_trade_freq,params_GEHC_QCOM_z_entry,params_GEHC_QCOM_z_exit,params_GEHC_QCOM_z_stop_scaler,params_GEHC_QCOM_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LIN_MELI_beta_win,params_LIN_MELI_stop_loss,params_LIN_MELI_trade_freq,params_LIN_MELI_z_entry,params_LIN_MELI_z_exit,params_LIN_MELI_z_stop_scaler,params_LIN_MELI_z_win,params_LIN_PDD_beta_win,params_LIN_PDD_stop_loss,params_LIN_PDD_trade_freq,params_LIN_PDD_z_entry,params_LIN_PDD_z_exit,params_LIN_PDD_z_stop_scaler,params_LIN_PDD_z_win,params_MAR_WDAY_beta_win,params_MAR_WDAY_stop_loss,params_MAR_WDAY_trade_freq,params_MAR_WDAY_z_entry,params_MAR_WDAY_z_exit,params_MAR_WDAY_z_stop_scaler,params_MAR_WDAY_z_win,params_MELI_PDD_beta_win,params_MELI_PDD_stop_loss,params_MELI_PDD_trade_freq,params_MELI_PDD_z_entry,params_MELI_PDD_z_exit,params_MELI_PDD_z_stop_scaler,params_MELI_PDD_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_VRSK_ZS_beta_win,params_VRSK_ZS_stop_loss,params_VRSK_ZS_trade_freq,params_VRSK_ZS_z_entry,params_VRSK_ZS_z_exit,params_VRSK_ZS_z_stop_scaler,params_VRSK_ZS_z_win,params_buffer_capital,params_pairs_to_trade,state
121,121,-0.35714652647034417,2025-06-21 19:57:02.975570,2025-06-21 19:57:06.913700,0 days 00:00:03.938130,2904.0,0.015,3m,2.4000000000000004,0.0,0.5,592.0,4360.0,0.015,2m,2.8,0.8,0.5,480.0,7736.0,0.015,4m,3.0,1.0,1.0,424.0,,,,,,,,6672.0,0.02,3m,1.4,0.4,0.5,880.0,,,,,,,,4752,0.02,1m,2.4000000000000004,1.0,2.0,816,,,,,,,,1560.0,0.02,3m,2.2,0.8,2.0,880.0,8040.0,0.015,2m,2.4000000000000004,0.0,1.0,960.0,2152.0,0.02,2m,2.6,1.0,1.5,496.0,1384.0,0.015,3m,1.8,0.6000000000000001,1.0,432.0,7808.0,0.01,2m,2.2,0.8,2.0,72.0,,,,,,,,4544.0,0.01,5m,1.8,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,6544.0,0.01,1m,1.0,0.0,2.0,136.0,1128.0,0.02,4m,2.4000000000000004,0.0,0.5,88.0,8056.0,0.01,2m,3.0,0.0,0.5,72.0,0.5,14,COMPLETE
122,122,0.5493940319548715,2025-06-21 19:57:06.971245,2025-06-21 19:57:10.697464,0 days 00:00:03.726219,7904.0,0.015,3m,2.4000000000000004,0.0,0.5,688.0,2280.0,0.015,2m,2.8,0.8,0.5,448.0,8072.0,0.015,4m,3.0,1.0,1.0,400.0,,,,,,,,6848.0,0.02,3m,1.4,0.4,0.5,704.0,,,,,,,,4976,0.02,1m,2.4000000000000004,1.0,2.0,712,,,,,,,,1896.0,0.02,3m,1.0,0.8,2.0,336.0,7824.0,0.015,2m,2.4000000000000004,0.0,1.0,1008.0,2040.0,0.02,2m,2.6,1.0,1.5,448.0,,,,,,,,7432.0,0.01,2m,2.0,0.8,2.0,112.0,,,,,,,,4944.0,0.01,5m,1.6,0.6000000000000001,2.0,80.0,,,,,,,,,,,,,,,1368.0,0.01,1m,1.0,0.0,2.0,208.0,1024.0,0.01,4m,2.4000000000000004,0.0,0.5,64.0,7544.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,13,COMPLETE
123,123,0.40996718838564467,2025-06-21 19:57:10.753976,2025-06-21 19:57:15.183957,0 days 00:00:04.429981,8040.0,0.015,3m,2.6,0.0,0.5,664.0,4784.0,0.015,2m,2.8,0.8,0.5,496.0,3064.0,0.015,4m,3.0,1.0,1.0,416.0,,,,,,,,6304.0,0.02,3m,1.4,0.4,0.5,640.0,,,,,,,,4336,0.02,1m,2.4000000000000004,1.0,2.0,792,,,,,,,,1640.0,0.02,3m,2.6,0.8,2.0,928.0,8064.0,0.015,2m,2.4000000000000004,0.0,1.0,968.0,1800.0,0.02,2m,2.6,1.0,1.5,568.0,7688.0,0.015,3m,1.4,0.8,2.0,808.0,7904.0,0.01,2m,2.2,0.8,2.0,88.0,5952.0,0.02,2m,2.0,0.4,1.0,264.0,4696.0,0.01,5m,1.2,0.6000000000000001,2.0,80.0,,,,,,,,2712.0,0.02,5m,1.2,0.4,1.5,840.0,1456.0,0.01,1m,1.0,0.0,2.0,168.0,1288.0,0.01,4m,2.6,0.4,0.5,112.0,7872.0,0.01,2m,3.0,0.4,0.5,128.0,0.5,16,COMPLETE
124,124,-0.5688677561152145,2025-06-21 19:57:15.230209,2025-06-21 19:57:19.270309,0 days 00:00:04.040100,7760.0,0.015,3m,2.2,0.0,0.5,624.0,5360.0,0.015,2m,3.0,0.6000000000000001,0.5,520.0,7344.0,0.015,1m,3.0,1.0,1.0,464.0,,,,,,,,6680.0,0.02,3m,1.4,0.4,0.5,592.0,,,,,,,,5192,0.02,1m,1.6,1.0,2.0,760,,,,,,,,1024.0,0.015,3m,1.2,0.8,2.0,960.0,7576.0,0.015,2m,2.4000000000000004,0.0,1.0,984.0,2568.0,0.02,2m,2.4000000000000004,1.0,1.5,480.0,7960.0,0.015,3m,1.8,0.6000000000000001,1.5,232.0,8184.0,0.01,2m,2.2,0.8,2.0,144.0,3000.0,0.015,3m,2.6,0.8,2.0,408.0,4120.0,0.01,5m,1.4,0.6000000000000001,2.0,136.0,,,,,,,,,,,,,,,1024.0,0.01,4m,1.0,0.0,1.0,120.0,1696.0,0.01,4m,2.2,0.0,0.5,128.0,8184.0,0.01,2m,1.2,0.0,0.5,88.0,0.5,15,COMPLETE
125,125,0.6373473357432609,2025-06-21 19:57:19.318849,2025-06-21 19:57:23.037844,0 days 00:00:03.718995,7936.0,0.015,3m,2.4000000000000004,0.2,0.5,720.0,4512.0,0.015,2m,2.8,0.8,0.5,464.0,7848.0,0.015,4m,3.0,1.0,1.0,320.0,,,,,,,,6128.0,0.02,3m,1.0,0.4,0.5,496.0,,,,,,,,5952,0.02,1m,2.6,1.0,2.0,848,,,,,,,,2128.0,0.02,5m,1.8,1.0,2.0,872.0,6320.0,0.015,2m,2.2,0.0,1.0,512.0,5336.0,0.02,2m,2.8,1.0,1.5,512.0,3744.0,0.015,1m,2.0,0.4,1.0,648.0,7696.0,0.01,2m,2.0,1.0,0.5,752.0,,,,,,,,5192.0,0.01,5m,2.0,0.6000000000000001,2.0,112.0,,,,,,,,,,,,,,,2136.0,0.01,1m,1.2,0.0,2.0,80.0,1408.0,0.01,4m,2.4000000000000004,0.0,0.5,80.0,7248.0,0.01,2m,2.8,0.0,0.5,176.0,0.5,14,COMPLETE
126,126,0.14994850755639025,2025-06-21 19:57:23.087120,2025-06-21 19:57:26.432001,0 days 00:00:03.344881,4512.0,0.015,3m,2.4000000000000004,0.0,0.5,416.0,4992.0,0.015,2m,1.8,0.0,1.0,552.0,7656.0,0.015,3m,3.0,0.0,1.0,536.0,,,,,,,,7176.0,0.02,1m,1.2,0.4,0.5,432.0,,,,,,,,5568,0.02,3m,1.4,1.0,2.0,872,,,,,,,,1424.0,0.02,3m,2.4000000000000004,0.4,2.0,896.0,2928.0,0.015,4m,2.6,0.0,1.0,344.0,2336.0,0.02,2m,1.8,1.0,1.5,632.0,,,,,,,,7952.0,0.01,2m,2.2,0.8,2.0,296.0,,,,,,,,5344.0,0.01,5m,1.6,0.6000000000000001,2.0,632.0,,,,,,,,,,,,,,,,,,,,,,2136.0,0.01,4m,2.2,0.0,0.5,144.0,7720.0,0.01,4m,3.0,0.0,0.5,112.0,0.45,12,COMPLETE
127,127,-1.0624501476971844,2025-06-21 19:57:26.480557,2025-06-21 19:57:30.241393,0 days 00:00:03.760836,7032.0,0.015,1m,3.0,1.0,0.5,1008.0,5784.0,0.015,2m,3.0,0.4,0.5,488.0,6584.0,0.01,4m,2.8,1.0,2.0,360.0,,,,,,,,6952.0,0.02,3m,1.6,0.4,0.5,464.0,,,,,,,,5064,0.01,1m,1.0,0.6000000000000001,2.0,784,,,,,,,,1768.0,0.01,3m,1.6,0.8,2.0,1000.0,1024.0,0.015,5m,2.4000000000000004,0.2,1.0,432.0,2136.0,0.02,2m,2.6,0.4,1.0,600.0,7512.0,0.015,5m,1.6,0.0,1.0,456.0,7552.0,0.02,2m,2.4000000000000004,0.6000000000000001,2.0,544.0,,,,,,,,3600.0,0.01,5m,1.8,0.6000000000000001,2.0,896.0,,,,,,,,,,,,,,,5432.0,0.02,1m,1.4,0.6000000000000001,2.0,352.0,1544.0,0.01,4m,2.4000000000000004,0.0,0.5,80.0,5976.0,0.01,2m,1.6,0.6000000000000001,0.5,152.0,0.5,14,COMPLETE
128,128,-2.982807521139663,2025-06-21 19:57:30.285652,2025-06-21 19:57:33.604453,0 days 00:00:03.318801,4688.0,0.015,2m,2.2,0.0,2.0,544.0,4664.0,0.015,3m,2.6,0.8,0.5,568.0,8024.0,0.015,5m,3.0,1.0,1.0,384.0,,,,,,,,6536.0,0.015,5m,1.4,0.2,2.0,528.0,,,,,,,,3944,0.02,4m,1.2,0.2,2.0,816,,,,,,,,4448.0,0.02,4m,1.2,0.8,2.0,440.0,7968.0,0.015,2m,2.6,0.0,2.0,856.0,2704.0,0.01,4m,2.0,1.0,1.5,464.0,,,,,,,,7768.0,0.01,4m,1.8,1.0,2.0,872.0,,,,,,,,4424.0,0.01,5m,1.0,0.8,2.0,696.0,,,,,,,,,,,,,,,3848.0,0.01,2m,1.6,1.0,2.0,240.0,4696.0,0.01,4m,2.6,0.0,0.5,112.0,5136.0,0.01,2m,3.0,0.0,1.5,80.0,0.5,13,COMPLETE
129,129,0.3942754309639683,2025-06-21 19:57:33.641162,2025-06-21 19:57:37.483221,0 days 00:00:03.842059,7584.0,0.015,4m,3.0,0.4,1.5,600.0,3856.0,0.015,2m,2.4000000000000004,0.8,0.5,528.0,7816.0,0.015,4m,2.8,1.0,0.5,336.0,,,,,,,,6408.0,0.02,3m,1.2,0.6000000000000001,0.5,552.0,,,,,,,,4624,0.015,3m,2.4000000000000004,0.8,1.0,704,,,,,,,,1224.0,0.02,3m,2.2,1.0,2.0,968.0,7352.0,0.015,1m,2.2,0.4,0.5,952.0,1960.0,0.015,5m,2.6,0.8,1.5,680.0,8184.0,0.015,3m,2.8,0.8,1.5,880.0,6528.0,0.01,5m,1.8,0.8,2.0,120.0,7440.0,0.02,5m,2.2,0.6000000000000001,1.5,72.0,3952.0,0.01,5m,1.4,0.6000000000000001,2.0,96.0,,,,,,,,,,,,,,,3416.0,0.01,5m,1.2,0.0,2.0,144.0,3632.0,0.01,5m,2.4000000000000004,0.0,1.0,224.0,8024.0,0.01,4m,2.8,0.0,2.0,296.0,0.5,15,COMPLETE
130,130,-1.8599355377077724,2025-06-21 19:57:37.531563,2025-06-21 19:57:40.867121,0 days 00:00:03.335558,1960.0,0.015,3m,2.6,0.0,0.5,784.0,5600.0,0.015,1m,2.8,0.0,0.5,400.0,7264.0,0.015,4m,2.6,0.4,1.0,440.0,,,,,,,,5912.0,0.02,2m,1.4,0.4,0.5,576.0,,,,,,,,6160,0.02,1m,2.8,1.0,1.5,768,,,,,,,,2312.0,0.02,3m,1.4,0.8,2.0,512.0,4432.0,0.015,2m,2.4000000000000004,0.0,1.0,240.0,4416.0,0.02,2m,2.8,1.0,1.0,368.0,,,,,,,,7304.0,0.01,2m,2.4000000000000004,1.0,1.0,792.0,,,,,,,,2960.0,0.01,5m,1.2,0.4,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,3920.0,0.01,2m,1.8,0.6000000000000001,0.5,192.0,6968.0,0.01,2m,3.0,0.2,0.5,200.0,0.45,12,COMPLETE
131,131,3.068608572095658,2025-06-21 19:57:40.898290,2025-06-21 19:57:44.313337,0 days 00:00:03.415047,7984.0,0.015,3m,2.4000000000000004,0.0,0.5,576.0,4800.0,0.015,2m,2.8,0.8,0.5,448.0,7480.0,0.015,4m,3.0,1.0,1.0,416.0,,,,,,,,6304.0,0.02,3m,1.4,0.4,0.5,640.0,,,,,,,,4872,0.02,1m,2.4000000000000004,1.0,2.0,832,,,,,,,,1160.0,0.02,3m,1.0,0.8,2.0,768.0,8176.0,0.015,2m,2.4000000000000004,0.0,1.0,920.0,2464.0,0.02,2m,2.6,1.0,1.5,488.0,,,,,,,,8176.0,0.01,2m,2.2,0.8,2.0,64.0,,,,,,,,4640.0,0.01,5m,1.6,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,1208.0,0.01,1m,1.0,0.0,2.0,192.0,1152.0,0.01,4m,2.4000000000000004,0.0,0.5,64.0,7880.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,13,COMPLETE
132,132,1.0811243185265664,2025-06-21 19:57:44.359160,2025-06-21 19:57:47.879441,0 days 00:00:03.520281,7824.0,0.015,3m,2.4000000000000004,0.0,0.5,880.0,4832.0,0.015,2m,2.8,0.8,0.5,448.0,8184.0,0.015,4m,3.0,1.0,1.0,400.0,,,,,,,,6656.0,0.02,3m,1.4,0.4,0.5,408.0,,,,,,,,4928,0.02,1m,2.2,1.0,2.0,808,,,,,,,,1344.0,0.02,3m,1.0,0.8,2.0,808.0,7744.0,0.015,2m,2.4000000000000004,0.0,1.0,920.0,2488.0,0.02,2m,2.4000000000000004,1.0,1.5,488.0,6120.0,0.01,2m,1.6,0.8,1.0,520.0,8024.0,0.01,2m,2.2,0.8,2.0,64.0,,,,,,,,4840.0,0.02,5m,1.6,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,1192.0,0.01,1m,1.0,0.0,2.0,184.0,1208.0,0.01,4m,2.4000000000000004,0.0,0.5,64.0,7600.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,14,COMPLETE
133,133,2.225672920589531,2025-06-21 19:57:47.926283,2025-06-21 19:57:51.253318,0 days 00:00:03.327035,8176.0,0.015,3m,2.4000000000000004,0.0,0.5,512.0,5216.0,0.015,2m,2.8,0.8,0.5,912.0,7496.0,0.015,4m,3.0,1.0,1.0,472.0,,,,,,,,6248.0,0.02,3m,1.4,0.4,0.5,656.0,,,,,,,,4160,0.02,1m,2.4000000000000004,1.0,2.0,840,,,,,,,,1616.0,0.02,3m,1.0,0.8,2.0,856.0,8072.0,0.015,2m,2.4000000000000004,0.0,1.0,888.0,2312.0,0.02,2m,1.4,1.0,1.5,512.0,,,,,,,,8192.0,0.01,2m,2.0,0.8,2.0,104.0,,,,,,,,4608.0,0.01,5m,1.6,0.6000000000000001,2.0,856.0,,,,,,,,,,,,,,,1712.0,0.01,1m,1.0,0.0,2.0,200.0,1136.0,0.01,4m,2.2,0.0,0.5,96.0,7872.0,0.01,2m,2.4000000000000004,0.0,0.5,104.0,0.5,13,COMPLETE
134,134,0.7036416855200073,2025-06-21 19:57:51.281833,2025-06-21 19:57:54.771682,0 days 00:00:03.489849,8080.0,0.015,3m,2.4000000000000004,0.0,0.5,512.0,5224.0,0.015,2m,3.0,0.8,0.5,840.0,7536.0,0.015,4m,2.8,1.0,1.0,480.0,,,,,,,,6080.0,0.02,3m,1.6,0.4,0.5,672.0,,,,,,,,4080,0.02,1m,2.4000000000000004,1.0,2.0,848,,,,,,,,1976.0,0.02,3m,1.0,0.8,2.0,864.0,7920.0,0.015,2m,2.0,0.0,1.0,880.0,8128.0,0.02,2m,1.2,1.0,1.5,512.0,,,,,,,,8136.0,0.01,2m,2.0,0.8,2.0,168.0,,,,,,,,5024.0,0.01,5m,1.6,0.6000000000000001,2.0,872.0,,,,,,,,,,,,,,,1888.0,0.01,1m,1.0,0.0,2.0,192.0,1048.0,0.01,4m,2.2,0.0,0.5,96.0,7864.0,0.01,2m,2.4000000000000004,0.0,0.5,104.0,0.5,13,COMPLETE
135,135,1.6085549085167417,2025-06-21 19:57:54.817006,2025-06-21 19:57:58.695036,0 days 00:00:03.878030,3344.0,0.015,3m,2.2,1.0,0.5,176.0,5080.0,0.015,2m,3.0,0.8,0.5,984.0,7440.0,0.015,4m,3.0,1.0,1.0,448.0,,,,,,,,6344.0,0.02,3m,1.0,0.4,0.5,704.0,,,,,,,,4232,0.02,1m,2.6,1.0,2.0,872,,,,,,,,1144.0,0.02,3m,1.2,0.8,2.0,776.0,8128.0,0.015,2m,2.4000000000000004,0.2,1.0,896.0,2336.0,0.02,2m,1.2,1.0,1.5,536.0,,,,,,,,7936.0,0.01,2m,2.0,0.8,2.0,96.0,,,,,,,,4696.0,0.01,5m,1.6,0.6000000000000001,2.0,840.0,,,,,,,,,,,,,,,1680.0,0.01,1m,1.0,0.0,2.0,400.0,1408.0,0.01,4m,2.2,0.0,0.5,136.0,7328.0,0.01,2m,2.2,0.0,0.5,136.0,0.5,13,COMPLETE
136,136,-0.21647641473508064,2025-06-21 19:57:58.734933,2025-06-21 19:58:01.919574,0 days 00:00:03.184641,3408.0,0.015,3m,2.0,1.0,0.5,472.0,5056.0,0.02,2m,2.8,0.8,0.5,960.0,6096.0,0.015,5m,3.0,1.0,1.0,512.0,,,,,,,,6224.0,0.02,4m,1.0,0.4,0.5,744.0,,,,,,,,4144,0.02,1m,2.6,1.0,2.0,904,,,,,,,,1144.0,0.02,2m,1.2,0.8,2.0,824.0,8120.0,0.015,2m,2.2,0.2,1.0,896.0,2304.0,0.02,2m,1.2,1.0,1.5,560.0,,,,,,,,7928.0,0.02,2m,2.0,0.8,2.0,104.0,,,,,,,,4720.0,0.01,5m,1.6,0.6000000000000001,2.0,864.0,,,,,,,,,,,,,,,,,,,,,,1352.0,0.01,4m,2.0,0.8,0.5,136.0,7792.0,0.01,1m,2.4000000000000004,0.0,0.5,136.0,0.5,12,COMPLETE
137,137,-0.1495573187680741,2025-06-21 19:58:01.966856,2025-06-21 19:58:04.730893,0 days 00:00:02.764037,3712.0,0.015,5m,2.2,1.0,0.5,520.0,5440.0,0.015,2m,2.6,0.8,0.5,936.0,7072.0,0.015,4m,3.0,1.0,1.0,448.0,,,,,,,,6312.0,0.02,5m,1.0,0.4,0.5,696.0,,,,,,,,4496,0.02,3m,2.6,1.0,2.0,832,,,,,,,,1664.0,0.01,4m,1.0,0.8,2.0,760.0,8176.0,0.015,3m,2.2,0.2,1.0,824.0,1712.0,0.02,2m,1.4,0.6000000000000001,1.5,544.0,,,,,,,,8168.0,0.01,4m,2.0,0.8,2.0,88.0,,,,,,,,4192.0,0.01,5m,1.6,0.6000000000000001,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,1456.0,0.01,4m,2.2,0.0,0.5,1000.0,,,,,,,,0.5,11,COMPLETE
138,138,-0.5544623198825411,2025-06-21 19:58:04.763172,2025-06-21 19:58:08.147870,0 days 00:00:03.384698,4264.0,0.02,3m,1.8,1.0,0.5,392.0,5168.0,0.015,2m,3.0,0.8,0.5,784.0,7416.0,0.015,4m,3.0,1.0,1.0,472.0,,,,,,,,6488.0,0.02,3m,1.0,0.4,1.5,648.0,,,,,,,,4776,0.02,1m,2.4000000000000004,1.0,2.0,880,,,,,,,,1320.0,0.02,3m,1.2,0.8,2.0,784.0,7688.0,0.015,1m,2.4000000000000004,0.2,2.0,624.0,1480.0,0.02,4m,1.0,1.0,1.5,120.0,,,,,,,,4000.0,0.01,1m,1.8,0.8,2.0,120.0,,,,,,,,4352.0,0.01,5m,1.6,0.6000000000000001,2.0,808.0,,,,,,,,,,,,,,,1728.0,0.01,1m,1.0,0.0,2.0,400.0,1136.0,0.01,4m,1.2,0.0,2.0,160.0,7424.0,0.01,2m,2.2,0.0,1.0,184.0,0.45,13,COMPLETE
139,139,-0.6479992063292792,2025-06-21 19:58:08.180101,2025-06-21 19:58:11.240623,0 days 00:00:03.060522,3032.0,0.015,4m,2.2,1.0,2.0,176.0,4976.0,0.015,2m,1.8,1.0,0.5,888.0,7960.0,0.015,5m,2.8,1.0,1.0,568.0,,,,,,,,6848.0,0.02,3m,1.0,0.4,0.5,776.0,,,,,,,,3744,0.02,1m,2.6,1.0,1.0,296,,,,,,,,1168.0,0.02,3m,1.0,0.8,2.0,704.0,7848.0,0.015,2m,2.4000000000000004,0.2,1.0,1024.0,5792.0,0.02,2m,1.4,0.0,1.0,528.0,,,,,,,,1464.0,0.02,2m,2.0,1.0,2.0,104.0,,,,,,,,3368.0,0.01,3m,1.8,0.6000000000000001,2.0,952.0,,,,,,,,,,,,,,,,,,,,,,1760.0,0.01,4m,2.0,0.0,0.5,520.0,7640.0,0.01,4m,2.2,0.0,0.5,128.0,0.5,12,COMPLETE
140,140,1.2408125586253005,2025-06-21 19:58:11.278628,2025-06-21 19:58:14.606699,0 days 00:00:03.328071,3416.0,0.015,3m,2.4000000000000004,1.0,0.5,208.0,5328.0,0.015,4m,2.8,0.8,0.5,960.0,7248.0,0.01,4m,2.2,1.0,0.5,424.0,,,,,,,,7072.0,0.02,5m,1.2,0.4,2.0,704.0,,,,,,,,4232,0.015,3m,2.2,1.0,2.0,560,,,,,,,,1024.0,0.015,3m,1.2,0.8,2.0,840.0,8032.0,0.015,2m,2.4000000000000004,0.2,1.0,392.0,2984.0,0.02,1m,1.4,0.8,1.5,576.0,,,,,,,,7680.0,0.01,3m,2.0,0.8,1.5,64.0,,,,,,,,4632.0,0.01,5m,1.6,0.8,2.0,928.0,,,,,,,,,,,,,,,1496.0,0.01,1m,1.0,0.0,2.0,432.0,3344.0,0.01,4m,2.2,0.0,1.5,112.0,7056.0,0.01,2m,2.6,0.0,0.5,232.0,0.15000000000000002,13,COMPLETE
141,141,0.7292782569588929,2025-06-21 19:58:14.638252,2025-06-21 19:58:18.046468,0 days 00:00:03.408216,8168.0,0.015,3m,2.4000000000000004,0.0,0.5,496.0,4536.0,0.015,2m,3.0,0.8,0.5,1024.0,7496.0,0.015,4m,3.0,1.0,1.0,496.0,,,,,,,,6048.0,0.02,3m,1.2,0.4,0.5,608.0,,,,,,,,4424,0.02,1m,2.4000000000000004,1.0,2.0,864,,,,,,,,1512.0,0.02,3m,1.2,0.8,2.0,728.0,7056.0,0.015,2m,2.8,0.0,1.0,768.0,2400.0,0.02,2m,1.2,1.0,1.5,432.0,,,,,,,,7952.0,0.01,2m,2.2,0.8,2.0,136.0,,,,,,,,5184.0,0.01,5m,1.4,0.6000000000000001,2.0,832.0,,,,,,,,,,,,,,,1696.0,0.01,1m,1.0,0.0,2.0,480.0,1608.0,0.01,1m,2.2,0.0,0.5,96.0,7272.0,0.01,2m,2.0,0.0,0.5,104.0,0.5,13,COMPLETE
142,142,-1.1233560363112989,2025-06-21 19:58:18.084687,2025-06-21 19:58:21.863657,0 days 00:00:03.778970,7960.0,0.015,3m,2.6,0.0,0.5,152.0,4248.0,0.015,2m,3.0,0.8,0.5,728.0,7672.0,0.015,4m,3.0,0.8,1.0,440.0,,,,,,,,5856.0,0.02,3m,1.4,0.2,0.5,664.0,,,,,,,,4576,0.02,1m,2.4000000000000004,1.0,2.0,936,,,,,,,,1856.0,0.02,3m,1.0,0.8,2.0,912.0,7552.0,0.015,2m,2.6,0.0,1.0,912.0,2792.0,0.02,2m,2.4000000000000004,1.0,1.5,504.0,2696.0,0.02,3m,1.0,0.2,0.5,744.0,7520.0,0.01,2m,2.2,0.8,2.0,136.0,,,,,,,,4888.0,0.01,5m,1.6,0.6000000000000001,2.0,912.0,,,,,,,,,,,,,,,1360.0,0.01,1m,1.2,0.0,2.0,544.0,8112.0,0.01,4m,2.2,0.0,0.5,128.0,7456.0,0.01,2m,3.0,0.0,0.5,80.0,0.5,14,COMPLETE
