,number,value,datetime_start,datetime_complete,duration,params_AAPL_COST_beta_win,params_AAPL_COST_stop_loss,params_AAPL_COST_trade_freq,params_AAPL_COST_z_entry,params_AAPL_COST_z_exit,params_AAPL_COST_z_stop_scaler,params_AAPL_COST_z_win,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_ATVI_DDOG_beta_win,params_ATVI_DDOG_stop_loss,params_ATVI_DDOG_trade_freq,params_ATVI_DDOG_z_entry,params_ATVI_DDOG_z_exit,params_ATVI_DDOG_z_stop_scaler,params_ATVI_DDOG_z_win,params_AZN_DLTR_beta_win,params_AZN_DLTR_stop_loss,params_AZN_DLTR_trade_freq,params_AZN_DLTR_z_entry,params_AZN_DLTR_z_exit,params_AZN_DLTR_z_stop_scaler,params_AZN_DLTR_z_win,params_BKNG_EA_beta_win,params_BKNG_EA_stop_loss,params_BKNG_EA_trade_freq,params_BKNG_EA_z_entry,params_BKNG_EA_z_exit,params_BKNG_EA_z_stop_scaler,params_BKNG_EA_z_win,params_CMCSA_INTC_beta_win,params_CMCSA_INTC_stop_loss,params_CMCSA_INTC_trade_freq,params_CMCSA_INTC_z_entry,params_CMCSA_INTC_z_exit,params_CMCSA_INTC_z_stop_scaler,params_CMCSA_INTC_z_win,params_CSX_PAYX_beta_win,params_CSX_PAYX_stop_loss,params_CSX_PAYX_trade_freq,params_CSX_PAYX_z_entry,params_CSX_PAYX_z_exit,params_CSX_PAYX_z_stop_scaler,params_CSX_PAYX_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_DLTR_KHC_beta_win,params_DLTR_KHC_stop_loss,params_DLTR_KHC_trade_freq,params_DLTR_KHC_z_entry,params_DLTR_KHC_z_exit,params_DLTR_KHC_z_stop_scaler,params_DLTR_KHC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_EA_MU_beta_win,params_EA_MU_stop_loss,params_EA_MU_trade_freq,params_EA_MU_z_entry,params_EA_MU_z_exit,params_EA_MU_z_stop_scaler,params_EA_MU_z_win,params_FISV_INTU_beta_win,params_FISV_INTU_stop_loss,params_FISV_INTU_trade_freq,params_FISV_INTU_z_entry,params_FISV_INTU_z_exit,params_FISV_INTU_z_stop_scaler,params_FISV_INTU_z_win,params_FISV_WDAY_beta_win,params_FISV_WDAY_stop_loss,params_FISV_WDAY_trade_freq,params_FISV_WDAY_z_entry,params_FISV_WDAY_z_exit,params_FISV_WDAY_z_stop_scaler,params_FISV_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_WDAY_beta_win,params_INTU_WDAY_stop_loss,params_INTU_WDAY_trade_freq,params_INTU_WDAY_z_entry,params_INTU_WDAY_z_exit,params_INTU_WDAY_z_stop_scaler,params_INTU_WDAY_z_win,params_NTES_VRTX_beta_win,params_NTES_VRTX_stop_loss,params_NTES_VRTX_trade_freq,params_NTES_VRTX_z_entry,params_NTES_VRTX_z_exit,params_NTES_VRTX_z_stop_scaler,params_NTES_VRTX_z_win,params_ORLY_VRTX_beta_win,params_ORLY_VRTX_stop_loss,params_ORLY_VRTX_trade_freq,params_ORLY_VRTX_z_entry,params_ORLY_VRTX_z_exit,params_ORLY_VRTX_z_stop_scaler,params_ORLY_VRTX_z_win,params_PYPL_WDAY_beta_win,params_PYPL_WDAY_stop_loss,params_PYPL_WDAY_trade_freq,params_PYPL_WDAY_z_entry,params_PYPL_WDAY_z_exit,params_PYPL_WDAY_z_stop_scaler,params_PYPL_WDAY_z_win,params_buffer_capital,params_pairs_to_trade,state
98,98,2.60700258185255,2025-06-21 19:30:26.192709,2025-06-21 19:30:33.408539,0 days 00:00:07.215830,,,,,,,,4344.0,0.02,2m,2.0,0.2,1.5,512.0,3888.0,0.01,5m,2.6,0.6000000000000001,1.0,264.0,1648.0,0.015,2m,2.8,0.2,2.0,472.0,2536.0,0.015,3m,2.0,0.8,0.5,688.0,,,,,,,,4856.0,0.02,4m,1.4,1.0,1.0,328.0,4720.0,0.01,3m,2.6,0.8,1.0,824.0,1792.0,0.01,4m,3.0,0.4,0.5,728.0,7368.0,0.01,4m,1.4,0.6000000000000001,2.0,120.0,1552.0,0.015,2m,1.0,1.0,0.5,400.0,4272,0.02,4m,3.0,0.8,1.5,136,6552.0,0.015,4m,2.0,0.0,1.5,152.0,3928.0,0.01,1m,1.2,0.4,0.5,856.0,4224.0,0.01,4m,1.0,0.0,2.0,304.0,3080.0,0.015,1m,1.8,1.0,1.0,400.0,1472.0,0.01,2m,1.0,0.0,1.5,152.0,6872.0,0.02,4m,1.2,0.8,1.5,216.0,5536.0,0.015,3m,2.2,0.6000000000000001,0.5,544.0,5104.0,0.015,4m,1.4,0.2,0.5,72.0,0.1,18,COMPLETE
99,99,2.6285641388150114,2025-06-21 19:30:33.519732,2025-06-21 19:30:40.416509,0 days 00:00:06.896777,,,,,,,,3752.0,0.02,2m,1.6,0.0,1.5,264.0,4808.0,0.01,1m,2.2,0.4,0.5,288.0,3384.0,0.015,5m,3.0,0.0,2.0,112.0,1048.0,0.015,2m,1.8,0.6000000000000001,0.5,728.0,,,,,,,,4592.0,0.02,4m,1.6,0.8,0.5,616.0,3240.0,0.01,5m,3.0,0.8,1.5,496.0,4992.0,0.015,1m,2.4000000000000004,0.8,2.0,824.0,,,,,,,,2992.0,0.015,3m,1.4,0.8,0.5,608.0,4880,0.02,3m,2.4000000000000004,1.0,1.0,544,5760.0,0.015,5m,2.6,0.2,1.0,424.0,5576.0,0.01,4m,2.6,0.4,0.5,344.0,6808.0,0.01,4m,1.2,0.2,1.5,64.0,2744.0,0.01,5m,2.0,1.0,1.5,160.0,2136.0,0.01,1m,2.6,0.2,1.5,792.0,6600.0,0.01,2m,1.0,0.0,1.5,376.0,6984.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,456.0,4736.0,0.02,5m,1.6,0.6000000000000001,2.0,216.0,0.05,17,COMPLETE
100,100,0.4703611776837275,2025-06-21 19:30:40.499928,2025-06-21 19:30:46.232671,0 days 00:00:05.732743,,,,,,,,2648.0,0.02,2m,2.2,0.0,1.5,656.0,2616.0,0.01,4m,2.2,0.8,1.0,512.0,,,,,,,,3104.0,0.015,2m,1.6,0.4,0.5,888.0,,,,,,,,7032.0,0.02,4m,2.0,0.4,1.5,288.0,5544.0,0.015,1m,2.6,1.0,0.5,1024.0,,,,,,,,,,,,,,,4664.0,0.015,2m,1.6,1.0,0.5,128.0,7664,0.02,4m,1.0,1.0,1.5,304,6712.0,0.015,2m,1.6,0.2,1.0,240.0,2760.0,0.015,3m,1.6,0.0,1.0,488.0,7072.0,0.01,4m,1.0,0.0,1.5,520.0,3376.0,0.01,3m,2.4000000000000004,0.8,0.5,368.0,2520.0,0.015,5m,2.8,0.2,1.5,672.0,7728.0,0.02,4m,1.4,0.6000000000000001,2.0,240.0,6376.0,0.015,2m,2.6,0.4,1.0,392.0,1352.0,0.02,4m,1.4,0.4,2.0,104.0,0.45,15,COMPLETE
101,101,2.1921473948576664,2025-06-21 19:30:46.347224,2025-06-21 19:30:52.678156,0 days 00:00:06.330932,,,,,,,,4520.0,0.02,2m,2.4000000000000004,0.0,1.5,344.0,6120.0,0.01,2m,2.2,1.0,1.5,328.0,5224.0,0.015,5m,2.2,0.0,2.0,200.0,2952.0,0.015,5m,1.8,0.8,0.5,360.0,,,,,,,,5640.0,0.02,5m,1.6,0.2,0.5,224.0,4376.0,0.01,3m,2.8,0.8,1.0,448.0,,,,,,,,,,,,,,,2728.0,0.015,1m,2.6,0.8,0.5,200.0,4448,0.02,3m,1.8,0.8,1.0,376,5984.0,0.01,3m,2.6,0.2,1.0,136.0,5888.0,0.01,5m,2.2,0.6000000000000001,2.0,296.0,7368.0,0.01,5m,1.0,0.0,1.5,672.0,3856.0,0.01,1m,2.2,0.6000000000000001,1.0,248.0,8032.0,0.01,1m,2.4000000000000004,0.4,1.5,632.0,7160.0,0.02,4m,1.2,0.2,1.5,112.0,4616.0,0.015,1m,1.2,0.8,1.5,336.0,5664.0,0.02,4m,1.8,0.6000000000000001,2.0,272.0,0.1,16,COMPLETE
102,102,1.3980638866387955,2025-06-21 19:30:52.775727,2025-06-21 19:30:59.370743,0 days 00:00:06.595016,,,,,,,,2912.0,0.02,2m,2.2,0.0,1.5,472.0,2144.0,0.01,2m,2.0,1.0,1.5,296.0,4344.0,0.015,5m,2.2,0.0,2.0,768.0,2744.0,0.015,5m,1.8,0.8,0.5,568.0,,,,,,,,6296.0,0.02,3m,1.8,0.2,0.5,184.0,3776.0,0.01,1m,2.4000000000000004,0.8,1.0,384.0,6856.0,0.01,4m,2.6,0.6000000000000001,0.5,616.0,,,,,,,,5320.0,0.015,1m,2.8,0.6000000000000001,0.5,264.0,6264,0.02,3m,1.4,0.6000000000000001,1.0,408,6264.0,0.01,4m,2.6,0.2,1.0,80.0,5320.0,0.01,5m,2.4000000000000004,0.6000000000000001,2.0,408.0,7496.0,0.01,5m,1.0,0.0,2.0,928.0,4544.0,0.01,1m,2.2,0.8,1.0,328.0,7616.0,0.01,1m,2.6,0.4,1.5,712.0,6920.0,0.02,4m,1.4,0.4,1.5,64.0,7152.0,0.015,1m,2.4000000000000004,0.8,1.5,312.0,5240.0,0.02,3m,1.6,0.6000000000000001,2.0,264.0,0.1,17,COMPLETE
103,103,2.975711126797257,2025-06-21 19:30:59.472796,2025-06-21 19:31:05.497503,0 days 00:00:06.024707,,,,,,,,4016.0,0.02,4m,2.0,0.0,1.5,384.0,7584.0,0.01,2m,2.2,1.0,1.0,432.0,4640.0,0.015,5m,2.6,0.0,2.0,416.0,3712.0,0.015,5m,2.0,0.8,0.5,520.0,,,,,,,,5296.0,0.02,4m,2.4000000000000004,0.2,0.5,144.0,4080.0,0.01,3m,2.4000000000000004,0.8,1.0,344.0,,,,,,,,,,,,,,,2088.0,0.015,4m,2.8,0.8,0.5,184.0,5672,0.02,3m,2.0,1.0,1.0,352,7168.0,0.01,5m,2.4000000000000004,0.2,1.0,112.0,6144.0,0.01,5m,2.6,0.6000000000000001,2.0,360.0,7600.0,0.01,1m,1.2,0.0,2.0,592.0,4144.0,0.01,1m,2.0,1.0,1.0,200.0,6360.0,0.01,1m,2.8,0.4,1.5,928.0,8040.0,0.02,4m,1.2,0.0,1.5,152.0,7536.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,512.0,2696.0,0.02,4m,1.8,0.6000000000000001,2.0,144.0,0.15000000000000002,16,COMPLETE
104,104,-3.4833055390635805,2025-06-21 19:31:05.584213,2025-06-21 19:31:12.682649,0 days 00:00:07.098436,,,,,,,,3456.0,0.02,2m,2.4000000000000004,0.0,1.5,296.0,5360.0,0.01,2m,2.4000000000000004,1.0,1.5,192.0,3968.0,0.015,2m,2.0,0.2,2.0,160.0,3248.0,0.015,5m,1.8,1.0,0.5,208.0,,,,,,,,5800.0,0.02,1m,1.4,0.6000000000000001,0.5,248.0,2928.0,0.01,5m,2.6,0.8,1.0,424.0,2032.0,0.015,3m,2.2,0.6000000000000001,1.0,880.0,7856.0,0.01,1m,1.0,0.4,2.0,208.0,2392.0,0.015,3m,2.6,0.8,0.5,344.0,3920,0.02,3m,1.8,0.8,1.0,256,6048.0,0.01,4m,2.8,0.2,1.0,160.0,6304.0,0.01,4m,2.2,0.6000000000000001,2.0,992.0,7928.0,0.01,4m,1.0,0.0,1.5,832.0,3056.0,0.01,1m,2.2,0.2,1.0,288.0,1064.0,0.01,1m,2.2,0.2,1.5,656.0,7496.0,0.02,1m,1.0,0.2,1.5,88.0,6984.0,0.015,1m,2.2,0.8,2.0,432.0,5576.0,0.02,4m,2.0,0.4,2.0,232.0,0.05,18,COMPLETE
105,105,2.168827012200551,2025-06-21 19:31:12.774523,2025-06-21 19:31:18.792935,0 days 00:00:06.018412,,,,,,,,4272.0,0.02,3m,2.6,0.0,1.5,352.0,5072.0,0.01,2m,2.2,1.0,0.5,472.0,,,,,,,,2248.0,0.015,1m,2.0,0.8,0.5,832.0,,,,,,,,5568.0,0.02,5m,1.6,0.0,0.5,264.0,3376.0,0.01,1m,2.4000000000000004,0.6000000000000001,1.0,600.0,,,,,,,,,,,,,,,3416.0,0.015,1m,2.4000000000000004,1.0,0.5,104.0,5488,0.02,3m,2.0,1.0,1.0,216,6904.0,0.01,5m,2.4000000000000004,0.0,1.0,128.0,7880.0,0.01,1m,2.4000000000000004,0.4,2.0,392.0,6120.0,0.01,4m,1.2,0.0,1.0,640.0,2592.0,0.01,1m,2.2,1.0,1.0,240.0,5808.0,0.01,1m,2.6,0.0,1.5,696.0,7216.0,0.02,4m,2.0,0.0,1.5,296.0,6728.0,0.015,3m,2.6,0.6000000000000001,1.5,368.0,5896.0,0.02,4m,1.6,0.4,2.0,184.0,0.05,15,COMPLETE
106,106,1.753436838632375,2025-06-21 19:31:18.910974,2025-06-21 19:31:26.340181,0 days 00:00:07.429207,,,,,,,,3640.0,0.02,2m,2.2,0.0,1.5,320.0,4624.0,0.01,2m,2.4000000000000004,0.8,1.0,352.0,3664.0,0.015,2m,2.4000000000000004,0.0,2.0,672.0,8088.0,0.015,3m,2.4000000000000004,1.0,0.5,656.0,5728.0,0.01,3m,2.2,0.4,1.5,344.0,6072.0,0.015,4m,1.6,0.2,0.5,88.0,2664.0,0.01,3m,3.0,0.8,2.0,712.0,1248.0,0.015,4m,2.8,0.4,0.5,688.0,6920.0,0.01,5m,1.2,0.2,1.5,472.0,3584.0,0.015,2m,3.0,0.8,0.5,296.0,4608,0.02,1m,2.0,1.0,1.0,240,6616.0,0.02,5m,2.6,0.4,1.0,216.0,7360.0,0.01,4m,1.2,0.2,2.0,320.0,2856.0,0.01,3m,1.8,0.2,0.5,472.0,3736.0,0.01,1m,2.0,0.8,1.5,264.0,7824.0,0.01,1m,1.2,0.0,1.5,560.0,6288.0,0.015,4m,1.4,0.0,1.5,136.0,7264.0,0.015,1m,2.0,0.6000000000000001,1.5,480.0,1800.0,0.02,4m,1.4,0.6000000000000001,2.0,128.0,0.3,19,COMPLETE
107,107,0.7886305075363462,2025-06-21 19:31:26.444274,2025-06-21 19:31:33.002859,0 days 00:00:06.558585,,,,,,,,3056.0,0.02,1m,2.0,0.0,1.5,384.0,5648.0,0.01,5m,2.0,1.0,0.5,264.0,1248.0,0.015,5m,2.4000000000000004,0.6000000000000001,2.0,512.0,3488.0,0.015,2m,1.8,0.8,2.0,288.0,,,,,,,,4560.0,0.02,4m,1.4,0.4,1.0,208.0,3608.0,0.01,1m,2.8,1.0,1.0,288.0,2864.0,0.01,1m,1.0,0.8,0.5,936.0,,,,,,,,2568.0,0.015,3m,1.8,1.0,0.5,192.0,3632,0.015,3m,1.6,0.8,1.0,184,7376.0,0.015,4m,2.6,0.0,1.0,80.0,4792.0,0.015,5m,2.4000000000000004,0.4,0.5,448.0,3864.0,0.01,4m,1.0,0.0,2.0,544.0,3320.0,0.01,2m,1.6,1.0,0.5,312.0,5504.0,0.01,3m,2.4000000000000004,0.2,1.5,608.0,7704.0,0.02,5m,1.6,0.4,1.0,712.0,5768.0,0.015,3m,2.2,0.8,1.0,264.0,4816.0,0.01,3m,1.6,0.4,1.5,256.0,0.1,17,COMPLETE
108,108,1.3573592432247639,2025-06-21 19:31:33.095006,2025-06-21 19:31:40.395964,0 days 00:00:07.300958,,,,,,,,8008.0,0.02,2m,1.8,0.2,1.5,88.0,4952.0,0.01,2m,2.2,0.6000000000000001,1.0,368.0,5608.0,0.015,2m,1.4,0.0,2.0,296.0,3008.0,0.015,5m,1.6,0.6000000000000001,0.5,752.0,,,,,,,,5000.0,0.02,4m,1.8,1.0,0.5,400.0,3160.0,0.01,3m,2.6,0.8,1.0,192.0,2336.0,0.01,4m,3.0,0.6000000000000001,0.5,776.0,3216.0,0.01,4m,1.6,0.0,2.0,104.0,3120.0,0.015,5m,2.8,1.0,0.5,248.0,4208,0.02,3m,2.8,1.0,1.0,448,6416.0,0.01,5m,1.8,0.2,1.0,192.0,5640.0,0.01,3m,1.0,0.6000000000000001,0.5,256.0,3304.0,0.01,5m,2.2,0.0,1.5,568.0,3616.0,0.01,3m,2.6,0.6000000000000001,1.0,152.0,7216.0,0.01,4m,2.8,0.4,1.5,376.0,6712.0,0.015,4m,1.2,0.2,1.5,96.0,5208.0,0.015,4m,2.4000000000000004,0.4,2.0,296.0,5464.0,0.02,2m,1.8,0.6000000000000001,2.0,168.0,0.1,18,COMPLETE
109,109,-0.07578003899947601,2025-06-21 19:31:40.507595,2025-06-21 19:31:46.434926,0 days 00:00:05.927331,,,,,,,,7384.0,0.02,2m,1.8,0.0,1.5,168.0,7968.0,0.01,4m,2.4000000000000004,1.0,1.5,328.0,6040.0,0.015,1m,2.2,0.2,2.0,240.0,1584.0,0.015,4m,2.0,1.0,0.5,592.0,,,,,,,,5432.0,0.02,5m,1.2,0.2,1.0,368.0,3008.0,0.01,4m,1.0,1.0,1.0,472.0,,,,,,,,,,,,,,,1936.0,0.015,1m,3.0,0.6000000000000001,0.5,160.0,2824,0.02,4m,2.2,0.6000000000000001,1.5,344,7768.0,0.01,4m,2.8,0.4,1.0,64.0,5960.0,0.01,2m,1.4,0.4,2.0,296.0,7296.0,0.01,4m,1.4,0.0,2.0,624.0,2784.0,0.01,5m,2.4000000000000004,1.0,0.5,216.0,1768.0,0.01,1m,3.0,0.2,0.5,840.0,5080.0,0.02,4m,1.0,0.0,1.5,176.0,6024.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,416.0,4976.0,0.02,1m,1.2,0.4,2.0,344.0,0.05,16,COMPLETE
110,110,0.8859051614789064,2025-06-21 19:31:46.534366,2025-06-21 19:31:54.473610,0 days 00:00:07.939244,2776.0,0.015,3m,2.4000000000000004,0.4,2.0,976.0,3312.0,0.02,4m,2.4000000000000004,0.0,1.5,408.0,5752.0,0.01,5m,2.6,0.8,1.0,616.0,1960.0,0.01,4m,2.2,0.4,1.5,936.0,2616.0,0.015,2m,1.8,1.0,0.5,696.0,2448.0,0.02,1m,1.0,0.2,1.5,576.0,5928.0,0.015,4m,1.6,0.0,0.5,120.0,3408.0,0.01,1m,3.0,0.4,0.5,688.0,1600.0,0.015,4m,1.2,0.6000000000000001,1.5,736.0,7832.0,0.015,4m,1.4,0.2,2.0,168.0,5976.0,0.015,3m,2.6,1.0,0.5,224.0,4912,0.02,2m,1.8,0.8,1.0,320,6840.0,0.015,1m,2.0,0.0,1.0,112.0,4096.0,0.01,4m,2.8,0.2,1.5,472.0,7752.0,0.01,4m,1.0,0.4,1.5,424.0,4888.0,0.01,1m,2.2,1.0,1.0,344.0,4640.0,0.01,1m,2.4000000000000004,0.0,1.5,768.0,7040.0,0.015,2m,1.2,0.0,1.5,472.0,7944.0,0.015,3m,1.8,0.6000000000000001,1.5,552.0,3120.0,0.02,4m,1.6,0.4,2.0,96.0,0.15000000000000002,20,COMPLETE
111,111,3.4462350783713154,2025-06-21 19:31:54.585894,2025-06-21 19:32:01.702940,0 days 00:00:07.117046,,,,,,,,3784.0,0.02,2m,1.8,0.2,1.5,192.0,2920.0,0.01,5m,2.4000000000000004,0.8,0.5,520.0,1768.0,0.015,2m,2.6,0.4,2.0,240.0,1152.0,0.015,2m,1.8,1.0,0.5,736.0,3488.0,0.015,1m,3.0,0.4,1.5,808.0,5024.0,0.02,4m,1.6,1.0,1.0,312.0,3112.0,0.01,1m,3.0,1.0,0.5,536.0,1424.0,0.01,4m,2.8,0.6000000000000001,0.5,752.0,7152.0,0.01,4m,1.4,0.2,2.0,64.0,2368.0,0.015,3m,1.4,1.0,0.5,376.0,3104,0.02,4m,2.8,1.0,1.5,224,7520.0,0.015,5m,1.8,0.0,1.0,96.0,4432.0,0.01,4m,1.2,0.4,0.5,128.0,3584.0,0.01,4m,1.4,0.2,2.0,264.0,3240.0,0.01,3m,2.0,1.0,0.5,120.0,3064.0,0.01,4m,2.8,0.0,1.5,744.0,7664.0,0.015,2m,1.4,0.0,1.5,280.0,7040.0,0.015,3m,2.0,0.4,1.0,376.0,2056.0,0.02,4m,1.6,0.4,1.5,64.0,0.05,19,COMPLETE
112,112,2.164116467806055,2025-06-21 19:32:01.818252,2025-06-21 19:32:09.061154,0 days 00:00:07.242902,,,,,,,,4040.0,0.02,2m,1.8,0.2,1.5,240.0,1856.0,0.01,5m,2.4000000000000004,0.8,0.5,584.0,1984.0,0.015,2m,2.6,0.4,0.5,568.0,1336.0,0.015,2m,1.8,1.0,0.5,800.0,2984.0,0.015,1m,3.0,0.4,1.5,704.0,5640.0,0.02,4m,1.4,1.0,1.0,328.0,2800.0,0.01,1m,3.0,1.0,0.5,552.0,1192.0,0.01,4m,2.6,0.6000000000000001,0.5,824.0,6496.0,0.01,4m,1.8,0.2,2.0,96.0,2304.0,0.015,3m,1.6,1.0,0.5,376.0,3304,0.02,4m,2.8,1.0,1.5,208,7096.0,0.015,5m,1.8,0.0,1.0,96.0,3864.0,0.01,4m,1.2,0.4,0.5,104.0,3744.0,0.01,4m,1.4,0.2,2.0,208.0,3064.0,0.01,3m,1.8,0.4,0.5,184.0,2984.0,0.01,4m,2.8,0.0,1.5,720.0,7960.0,0.015,2m,1.4,0.0,1.5,256.0,6816.0,0.015,3m,2.0,0.4,1.0,336.0,2488.0,0.02,4m,1.4,0.4,1.5,200.0,0.05,19,COMPLETE
113,113,1.9436742769943682,2025-06-21 19:32:09.159618,2025-06-21 19:32:16.344530,0 days 00:00:07.184912,,,,,,,,4664.0,0.02,2m,1.6,0.2,1.5,272.0,2264.0,0.01,5m,2.4000000000000004,0.8,0.5,552.0,4952.0,0.015,2m,2.4000000000000004,0.4,2.0,616.0,1024.0,0.015,2m,1.6,1.0,0.5,544.0,,,,,,,,5136.0,0.02,4m,1.6,1.0,1.0,160.0,5240.0,0.01,1m,3.0,1.0,0.5,520.0,2000.0,0.01,4m,2.8,0.6000000000000001,0.5,544.0,7304.0,0.01,4m,1.2,0.4,2.0,616.0,2968.0,0.015,3m,1.4,1.0,0.5,432.0,3480,0.02,4m,2.6,1.0,1.5,288,7416.0,0.015,5m,2.2,0.0,1.0,152.0,3704.0,0.01,4m,1.0,0.4,0.5,192.0,2624.0,0.01,4m,1.2,0.2,2.0,248.0,3504.0,0.02,3m,2.0,1.0,0.5,136.0,3232.0,0.01,4m,2.6,0.0,1.5,672.0,7296.0,0.015,2m,1.4,0.0,1.5,328.0,6504.0,0.015,3m,2.2,0.4,1.0,392.0,1992.0,0.02,4m,1.6,0.0,1.5,224.0,0.05,18,COMPLETE
114,114,-0.15414902214115303,2025-06-21 19:32:16.444569,2025-06-21 19:32:23.175564,0 days 00:00:06.730995,,,,,,,,3848.0,0.02,2m,2.2,0.4,1.5,224.0,1648.0,0.01,5m,2.2,1.0,0.5,536.0,1592.0,0.015,2m,2.6,0.2,2.0,336.0,1272.0,0.015,2m,1.8,1.0,0.5,712.0,,,,,,,,5280.0,0.02,4m,1.8,1.0,1.0,232.0,3264.0,0.01,1m,3.0,0.8,0.5,632.0,1448.0,0.01,2m,2.2,0.6000000000000001,0.5,792.0,,,,,,,,2656.0,0.015,3m,1.2,1.0,0.5,320.0,4008,0.02,4m,3.0,1.0,1.5,152,6672.0,0.015,5m,1.8,0.0,1.0,128.0,6536.0,0.01,4m,1.2,0.4,0.5,152.0,4688.0,0.01,4m,1.6,0.2,2.0,280.0,3152.0,0.01,3m,2.0,1.0,0.5,248.0,3688.0,0.01,4m,2.8,0.0,1.5,728.0,1920.0,0.015,4m,1.2,0.0,1.5,280.0,7232.0,0.015,3m,2.0,0.4,1.0,216.0,2840.0,0.02,4m,1.8,0.4,1.5,88.0,0.1,17,COMPLETE
115,115,-0.8396984397571273,2025-06-21 19:32:23.295587,2025-06-21 19:32:30.369643,0 days 00:00:07.074056,,,,,,,,3552.0,0.02,2m,2.0,0.2,1.5,136.0,4280.0,0.01,2m,2.2,0.8,0.5,384.0,2424.0,0.015,2m,2.4000000000000004,0.0,2.0,192.0,2096.0,0.015,5m,2.0,0.8,0.5,632.0,3720.0,0.015,1m,2.8,0.6000000000000001,1.0,904.0,6176.0,0.02,4m,1.6,0.8,1.0,288.0,2432.0,0.01,5m,2.8,1.0,0.5,568.0,1744.0,0.01,1m,2.6,0.8,0.5,712.0,7752.0,0.01,2m,1.4,0.2,2.0,64.0,2104.0,0.015,2m,2.8,1.0,0.5,472.0,5888,0.02,5m,2.8,1.0,1.5,272,6200.0,0.01,5m,1.6,0.2,1.0,168.0,8040.0,0.01,4m,1.4,0.4,0.5,232.0,3416.0,0.01,5m,1.2,0.2,2.0,336.0,2872.0,0.01,1m,2.2,1.0,1.0,280.0,8184.0,0.01,4m,2.8,0.0,1.5,616.0,5736.0,0.015,2m,1.0,0.0,1.5,200.0,7712.0,0.015,1m,1.8,0.4,1.0,440.0,2240.0,0.02,4m,1.6,0.4,2.0,120.0,0.05,19,COMPLETE
116,116,1.9073587357306536,2025-06-21 19:32:30.459181,2025-06-21 19:32:37.198417,0 days 00:00:06.739236,,,,,,,,4416.0,0.02,2m,1.8,0.0,1.5,296.0,2008.0,0.01,5m,2.4000000000000004,1.0,1.0,408.0,4160.0,0.015,2m,2.6,0.4,2.0,256.0,1512.0,0.015,2m,1.6,1.0,0.5,768.0,,,,,,,,4712.0,0.02,4m,1.4,0.2,0.5,840.0,2656.0,0.01,3m,2.8,0.8,1.0,864.0,2496.0,0.015,4m,1.8,0.4,0.5,736.0,6016.0,0.015,5m,2.8,0.2,1.5,152.0,2480.0,0.015,3m,1.2,1.0,0.5,392.0,2544,0.02,3m,2.0,0.8,1.0,248,6928.0,0.015,2m,2.6,0.2,1.0,104.0,6200.0,0.01,3m,1.0,0.6000000000000001,2.0,176.0,3728.0,0.01,4m,1.4,0.2,0.5,384.0,3896.0,0.01,1m,2.4000000000000004,1.0,0.5,96.0,2592.0,0.01,1m,2.6,0.2,1.5,704.0,7536.0,0.02,4m,1.4,0.0,1.5,376.0,7472.0,0.015,3m,2.6,0.6000000000000001,0.5,592.0,4504.0,0.02,5m,1.6,0.6000000000000001,1.0,152.0,0.1,18,COMPLETE
