,number,value,datetime_start,datetime_complete,duration,params_AAPL_CSCO_beta_win,params_AAPL_CSCO_stop_loss,params_AAPL_CSCO_trade_freq,params_AAPL_CSCO_z_entry,params_AAPL_CSCO_z_exit,params_AAPL_CSCO_z_stop_scaler,params_AAPL_CSCO_z_win,params_ADI_CERN_beta_win,params_ADI_CERN_stop_loss,params_ADI_CERN_trade_freq,params_ADI_CERN_z_entry,params_ADI_CERN_z_exit,params_ADI_CERN_z_stop_scaler,params_ADI_CERN_z_win,params_ADSK_CSCO_beta_win,params_ADSK_CSCO_stop_loss,params_ADSK_CSCO_trade_freq,params_ADSK_CSCO_z_entry,params_ADSK_CSCO_z_exit,params_ADSK_CSCO_z_stop_scaler,params_ADSK_CSCO_z_win,params_AMAT_CERN_beta_win,params_AMAT_CERN_stop_loss,params_AMAT_CERN_trade_freq,params_AMAT_CERN_z_entry,params_AMAT_CERN_z_exit,params_AMAT_CERN_z_stop_scaler,params_AMAT_CERN_z_win,params_AMAT_CSCO_beta_win,params_AMAT_CSCO_stop_loss,params_AMAT_CSCO_trade_freq,params_AMAT_CSCO_z_entry,params_AMAT_CSCO_z_exit,params_AMAT_CSCO_z_stop_scaler,params_AMAT_CSCO_z_win,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_CERN_beta_win,params_ANSS_CERN_stop_loss,params_ANSS_CERN_trade_freq,params_ANSS_CERN_z_entry,params_ANSS_CERN_z_exit,params_ANSS_CERN_z_stop_scaler,params_ANSS_CERN_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_CERN_beta_win,params_ASML_CERN_stop_loss,params_ASML_CERN_trade_freq,params_ASML_CERN_z_entry,params_ASML_CERN_z_exit,params_ASML_CERN_z_stop_scaler,params_ASML_CERN_z_win,params_ASML_CSCO_beta_win,params_ASML_CSCO_stop_loss,params_ASML_CSCO_trade_freq,params_ASML_CSCO_z_entry,params_ASML_CSCO_z_exit,params_ASML_CSCO_z_stop_scaler,params_ASML_CSCO_z_win,params_BIDU_CERN_beta_win,params_BIDU_CERN_stop_loss,params_BIDU_CERN_trade_freq,params_BIDU_CERN_z_entry,params_BIDU_CERN_z_exit,params_BIDU_CERN_z_stop_scaler,params_BIDU_CERN_z_win,params_BKNG_CSCO_beta_win,params_BKNG_CSCO_stop_loss,params_BKNG_CSCO_trade_freq,params_BKNG_CSCO_z_entry,params_BKNG_CSCO_z_exit,params_BKNG_CSCO_z_stop_scaler,params_BKNG_CSCO_z_win,params_CDNS_CERN_beta_win,params_CDNS_CERN_stop_loss,params_CDNS_CERN_trade_freq,params_CDNS_CERN_z_entry,params_CDNS_CERN_z_exit,params_CDNS_CERN_z_stop_scaler,params_CDNS_CERN_z_win,params_CERN_CSCO_beta_win,params_CERN_CSCO_stop_loss,params_CERN_CSCO_trade_freq,params_CERN_CSCO_z_entry,params_CERN_CSCO_z_exit,params_CERN_CSCO_z_stop_scaler,params_CERN_CSCO_z_win,params_CERN_DOCU_beta_win,params_CERN_DOCU_stop_loss,params_CERN_DOCU_trade_freq,params_CERN_DOCU_z_entry,params_CERN_DOCU_z_exit,params_CERN_DOCU_z_stop_scaler,params_CERN_DOCU_z_win,params_CERN_MELI_beta_win,params_CERN_MELI_stop_loss,params_CERN_MELI_trade_freq,params_CERN_MELI_z_entry,params_CERN_MELI_z_exit,params_CERN_MELI_z_stop_scaler,params_CERN_MELI_z_win,params_CERN_PYPL_beta_win,params_CERN_PYPL_stop_loss,params_CERN_PYPL_trade_freq,params_CERN_PYPL_z_entry,params_CERN_PYPL_z_exit,params_CERN_PYPL_z_stop_scaler,params_CERN_PYPL_z_win,params_CHTR_FISV_beta_win,params_CHTR_FISV_stop_loss,params_CHTR_FISV_trade_freq,params_CHTR_FISV_z_entry,params_CHTR_FISV_z_exit,params_CHTR_FISV_z_stop_scaler,params_CHTR_FISV_z_win,params_CMCSA_REGN_beta_win,params_CMCSA_REGN_stop_loss,params_CMCSA_REGN_trade_freq,params_CMCSA_REGN_z_entry,params_CMCSA_REGN_z_exit,params_CMCSA_REGN_z_stop_scaler,params_CMCSA_REGN_z_win,params_CSCO_MNST_beta_win,params_CSCO_MNST_stop_loss,params_CSCO_MNST_trade_freq,params_CSCO_MNST_z_entry,params_CSCO_MNST_z_exit,params_CSCO_MNST_z_stop_scaler,params_CSCO_MNST_z_win,params_CTAS_INCY_beta_win,params_CTAS_INCY_stop_loss,params_CTAS_INCY_trade_freq,params_CTAS_INCY_z_entry,params_CTAS_INCY_z_exit,params_CTAS_INCY_z_stop_scaler,params_CTAS_INCY_z_win,params_CTSH_SBUX_beta_win,params_CTSH_SBUX_stop_loss,params_CTSH_SBUX_trade_freq,params_CTSH_SBUX_z_entry,params_CTSH_SBUX_z_exit,params_CTSH_SBUX_z_stop_scaler,params_CTSH_SBUX_z_win,params_CTSH_XLNX_beta_win,params_CTSH_XLNX_stop_loss,params_CTSH_XLNX_trade_freq,params_CTSH_XLNX_z_entry,params_CTSH_XLNX_z_exit,params_CTSH_XLNX_z_stop_scaler,params_CTSH_XLNX_z_win,params_EBAY_INCY_beta_win,params_EBAY_INCY_stop_loss,params_EBAY_INCY_trade_freq,params_EBAY_INCY_z_entry,params_EBAY_INCY_z_exit,params_EBAY_INCY_z_stop_scaler,params_EBAY_INCY_z_win,params_EXC_VRTX_beta_win,params_EXC_VRTX_stop_loss,params_EXC_VRTX_trade_freq,params_EXC_VRTX_z_entry,params_EXC_VRTX_z_exit,params_EXC_VRTX_z_stop_scaler,params_EXC_VRTX_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_NXPI_QCOM_beta_win,params_NXPI_QCOM_stop_loss,params_NXPI_QCOM_trade_freq,params_NXPI_QCOM_z_entry,params_NXPI_QCOM_z_exit,params_NXPI_QCOM_z_stop_scaler,params_NXPI_QCOM_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_QCOM_TXN_beta_win,params_QCOM_TXN_stop_loss,params_QCOM_TXN_trade_freq,params_QCOM_TXN_z_entry,params_QCOM_TXN_z_exit,params_QCOM_TXN_z_stop_scaler,params_QCOM_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,1.0533129185884724,2025-06-22 16:33:02.991704,2025-06-22 16:33:27.985754,0 days 00:00:24.994050,2216.0,0.01,1m,2.6,0.4,0.5,192.0,,,,,,,,,,,,,,,4144.0,0.02,5m,1.8,0.2,0.5,640.0,5280.0,0.03,5m,2.0,0.6000000000000001,2.0,784.0,5352.0,0.03,3m,2.0,1.0,0.5,480.0,6800.0,0.03,4m,2.2,1.0,1.5,720.0,6936.0,0.04,5m,2.0,0.6000000000000001,1.0,136.0,3360,0.02,2m,1.6,1.0,0.5,1000,1232.0,0.045000000000000005,5m,2.0,1.0,2.0,960.0,4264,0.03,1m,1.8,1.0,0.5,952,7288.0,0.025,4m,1.0,0.4,1.0,736.0,2048,0.045000000000000005,5m,2.8,0.6000000000000001,0.5,304,4720.0,0.035,2m,2.0,0.2,1.0,160.0,7528.0,0.02,3m,2.0,0.8,1.5,608.0,,,,,,,,6808.0,0.025,2m,2.6,0.2,0.5,864.0,1128.0,0.02,1m,2.4000000000000004,0.4,2.0,664.0,4664,0.045000000000000005,2m,2.6,0.6000000000000001,0.5,128,3280,0.025,1m,2.0,0.4,2.0,536,,,,,,,,7880.0,0.05,2m,1.8,0.2,0.5,568.0,5088,0.04,1m,2.8,0.2,1.5,552,8032,0.05,5m,1.4,0.6000000000000001,2.0,392,3856.0,0.02,3m,2.8,0.4,1.0,248.0,7712,0.015,4m,1.2,0.0,1.0,1024,7880.0,0.035,2m,1.6,0.4,1.5,136.0,1448,0.03,2m,1.2,0.4,2.0,912,2488,0.015,3m,2.2,0.4,0.5,616,4872.0,0.035,5m,2.6,0.2,2.0,904.0,0.2,26,COMPLETE
72,72,1.0236312509465921,2025-06-22 16:33:28.046738,2025-06-22 16:33:50.104786,0 days 00:00:22.058048,,,,,,,,,,,,,,,,,,,,,,4160.0,0.02,5m,1.8,0.2,0.5,672.0,5112.0,0.03,5m,2.0,0.6000000000000001,2.0,792.0,5408.0,0.03,3m,2.0,1.0,0.5,496.0,6488.0,0.02,4m,2.2,1.0,1.5,784.0,7680.0,0.04,5m,1.8,0.6000000000000001,1.0,128.0,2744,0.02,2m,1.6,1.0,0.5,952,1592.0,0.045000000000000005,5m,1.8,1.0,2.0,952.0,4208,0.03,1m,1.6,1.0,0.5,944,7944.0,0.02,4m,1.0,0.4,1.0,744.0,2552,0.045000000000000005,5m,2.8,0.6000000000000001,0.5,312,4736.0,0.035,2m,2.2,0.2,1.0,152.0,7640.0,0.02,3m,1.8,0.8,1.5,608.0,,,,,,,,6832.0,0.015,2m,2.6,0.2,0.5,864.0,1088.0,0.02,1m,2.2,0.4,2.0,712.0,5064,0.045000000000000005,2m,2.4000000000000004,0.6000000000000001,0.5,248,3280,0.025,1m,2.4000000000000004,0.2,2.0,608,,,,,,,,7944.0,0.05,2m,2.0,0.2,0.5,640.0,5144,0.04,1m,2.8,0.2,1.5,488,6376,0.05,5m,1.4,0.6000000000000001,2.0,448,,,,,,,,8160,0.015,4m,1.2,0.0,1.0,1008,,,,,,,,1232,0.03,2m,1.2,0.4,2.0,928,2600,0.015,3m,2.4000000000000004,0.4,0.5,600,4824.0,0.035,5m,2.6,0.2,2.0,712.0,0.2,23,COMPLETE
73,73,1.0013505265825533,2025-06-22 16:33:50.183642,2025-06-22 16:34:01.258504,0 days 00:00:11.074862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,0.025,2m,1.8,1.0,0.5,1016,,,,,,,,3768,0.035,1m,1.8,1.0,0.5,960,,,,,,,,1696,0.05,5m,3.0,0.6000000000000001,0.5,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712,0.045000000000000005,2m,2.6,0.4,0.5,368,3560,0.025,1m,2.2,0.4,2.0,720,,,,,,,,,,,,,,,4792,0.04,1m,3.0,0.2,1.5,600,8144,0.045000000000000005,5m,1.2,0.6000000000000001,2.0,384,,,,,,,,6792,0.02,4m,1.0,0.0,1.0,1024,,,,,,,,1480,0.035,2m,1.4,0.4,2.0,920,2936,0.01,3m,2.0,0.4,0.5,544,,,,,,,,0.25,10,COMPLETE
74,74,1.0234927318956448,2025-06-22 16:34:01.325296,2025-06-22 16:34:44.497565,0 days 00:00:43.172269,3072.0,0.01,1m,2.6,0.4,0.5,200.0,,,,,,,,,,,,,,,4568.0,0.02,5m,2.0,0.2,1.5,576.0,4704.0,0.025,5m,2.4000000000000004,0.4,1.5,896.0,5664.0,0.025,3m,1.6,1.0,0.5,584.0,7216.0,0.03,4m,2.2,1.0,1.5,680.0,7264.0,0.045000000000000005,5m,2.0,0.6000000000000001,1.0,192.0,3256,0.015,2m,1.6,1.0,0.5,880,1280.0,0.04,5m,2.0,1.0,2.0,984.0,3176,0.03,1m,1.6,1.0,0.5,1024,7392.0,0.025,4m,1.0,0.4,1.0,696.0,1504,0.04,5m,2.8,0.6000000000000001,0.5,272,4560.0,0.035,2m,2.0,0.2,1.0,128.0,7896.0,0.02,3m,2.0,0.8,1.5,536.0,,,,,,,,7336.0,0.025,2m,2.6,0.2,0.5,936.0,2072.0,0.02,1m,2.4000000000000004,0.4,2.0,656.0,4688,0.04,2m,2.4000000000000004,0.6000000000000001,0.5,168,4128,0.03,1m,1.8,0.4,2.0,656,,,,,,,,7040.0,0.05,2m,1.8,0.2,0.5,504.0,5360,0.035,1m,2.8,0.4,1.5,560,5712,0.05,5m,1.4,0.6000000000000001,2.0,408,,,,,,,,7648,0.015,4m,1.0,0.0,1.0,976,8160.0,0.04,2m,1.8,0.2,2.0,208.0,1832,0.03,2m,1.2,0.4,2.0,512,1720,0.015,3m,2.2,0.6000000000000001,0.5,664,5512.0,0.035,5m,2.2,0.2,2.0,744.0,0.2,25,COMPLETE
75,75,1.0115479706886825,2025-06-22 16:34:44.555481,2025-06-22 16:35:11.826994,0 days 00:00:27.271513,2472.0,0.01,1m,2.8,0.2,0.5,128.0,,,,,,,,6984.0,0.045000000000000005,1m,1.2,0.0,2.0,400.0,3704.0,0.025,5m,1.6,0.2,1.0,656.0,4416.0,0.03,5m,2.0,0.6000000000000001,2.0,744.0,6624.0,0.035,3m,2.2,1.0,0.5,552.0,6288.0,0.025,4m,2.4000000000000004,1.0,1.5,760.0,6752.0,0.04,5m,2.0,0.6000000000000001,1.0,248.0,3704,0.02,2m,1.4,0.8,0.5,992,2232.0,0.045000000000000005,5m,1.8,1.0,2.0,1024.0,4872,0.025,1m,1.4,0.8,0.5,912,7224.0,0.02,4m,1.0,0.2,1.0,736.0,2000,0.05,5m,2.6,0.6000000000000001,0.5,488,4952.0,0.03,2m,1.8,0.4,1.0,176.0,7464.0,0.025,3m,2.0,0.8,1.5,640.0,,,,,,,,6640.0,0.02,2m,2.4000000000000004,0.2,0.5,808.0,1384.0,0.035,1m,2.4000000000000004,0.6000000000000001,2.0,616.0,4440,0.045000000000000005,2m,2.6,0.6000000000000001,1.0,232,3736,0.03,1m,2.4000000000000004,0.2,2.0,496,,,,,,,,7704.0,0.045000000000000005,2m,1.8,0.4,0.5,776.0,5592,0.04,1m,2.8,0.2,1.5,696,7528,0.05,5m,1.6,0.8,2.0,360,4528.0,0.03,3m,3.0,0.6000000000000001,1.0,248.0,7256,0.015,4m,1.2,0.0,0.5,920,7840.0,0.035,2m,1.6,0.4,2.0,128.0,1032,0.03,2m,1.0,0.6000000000000001,2.0,208,2496,0.01,3m,2.4000000000000004,0.6000000000000001,0.5,640,5744.0,0.04,5m,2.4000000000000004,0.2,2.0,640.0,0.3,27,COMPLETE
76,76,1.0432602990168258,2025-06-22 16:35:11.875343,2025-06-22 16:35:38.054799,0 days 00:00:26.179456,2200.0,0.01,1m,2.4000000000000004,0.4,0.5,296.0,,,,,,,,1536.0,0.04,3m,1.6,0.2,1.0,152.0,3960.0,0.02,5m,1.8,0.2,0.5,528.0,6456.0,0.02,3m,2.2,0.6000000000000001,2.0,816.0,4984.0,0.03,3m,1.8,1.0,0.5,448.0,5176.0,0.03,4m,2.2,1.0,1.5,632.0,8008.0,0.045000000000000005,5m,1.8,0.6000000000000001,1.0,200.0,3104,0.02,2m,1.8,1.0,0.5,912,1760.0,0.04,5m,2.0,1.0,2.0,904.0,3424,0.02,1m,1.8,1.0,0.5,992,6304.0,0.025,4m,1.2,0.4,1.5,800.0,3072,0.045000000000000005,5m,3.0,0.4,0.5,176,5280.0,0.04,2m,2.0,0.2,1.0,256.0,6960.0,0.02,3m,2.2,0.6000000000000001,1.5,512.0,,,,,,,,7224.0,0.025,2m,2.6,0.4,0.5,856.0,1800.0,0.025,1m,2.0,0.2,2.0,720.0,5536,0.04,2m,2.8,0.4,0.5,168,2472,0.025,1m,2.2,0.4,2.0,696,,,,,,,,6768.0,0.05,2m,1.8,0.2,0.5,592.0,4840,0.04,1m,3.0,0.0,1.5,648,7504,0.045000000000000005,5m,1.4,0.6000000000000001,2.0,328,4288.0,0.03,3m,2.8,0.4,1.0,232.0,7080,0.01,4m,1.2,0.0,1.0,936,7392.0,0.035,2m,1.8,0.2,1.0,288.0,2080,0.03,2m,1.6,0.4,2.0,952,2816,0.015,3m,2.2,0.4,0.5,584,4840.0,0.035,5m,2.4000000000000004,0.4,2.0,800.0,0.25,27,COMPLETE
77,77,0.9717013513374466,2025-06-22 16:35:38.139732,2025-06-22 16:36:02.124028,0 days 00:00:23.984296,2024.0,0.015,1m,2.4000000000000004,0.4,0.5,184.0,,,,,,,,,,,,,,,3232.0,0.025,5m,1.8,0.0,0.5,456.0,6576.0,0.02,3m,2.6,0.6000000000000001,2.0,800.0,5136.0,0.03,3m,1.8,1.0,0.5,464.0,5064.0,0.03,4m,2.4000000000000004,1.0,1.5,648.0,7952.0,0.045000000000000005,4m,1.8,0.6000000000000001,1.0,152.0,4264,0.025,2m,1.8,1.0,0.5,912,1816.0,0.04,5m,2.0,1.0,2.0,904.0,3376,0.02,1m,1.8,1.0,0.5,1000,6336.0,0.025,4m,1.4,0.4,1.5,888.0,1112,0.045000000000000005,5m,3.0,0.4,0.5,168,5240.0,0.04,2m,2.0,0.2,1.0,584.0,8192.0,0.025,3m,2.2,0.6000000000000001,1.5,712.0,,,,,,,,7360.0,0.025,2m,2.6,0.4,0.5,856.0,1800.0,0.025,1m,2.0,0.2,2.0,672.0,6192,0.04,2m,2.6,0.4,0.5,168,2752,0.025,1m,2.0,0.4,2.0,776,,,,,,,,7160.0,0.05,2m,1.8,0.2,0.5,728.0,4968,0.03,1m,3.0,0.0,1.5,656,7672,0.045000000000000005,5m,1.4,0.4,2.0,600,,,,,,,,6976,0.01,4m,1.2,0.0,1.0,872,,,,,,,,2168,0.03,2m,1.6,0.4,2.0,888,2136,0.02,3m,2.2,0.4,0.5,504,4784.0,0.04,5m,2.6,0.4,2.0,808.0,0.25,24,COMPLETE
78,78,1.0059451615979502,2025-06-22 16:36:02.179395,2025-06-22 16:36:27.971539,0 days 00:00:25.792144,4720.0,0.01,1m,2.0,0.2,0.5,160.0,,,,,,,,,,,,,,,4144.0,0.02,5m,1.8,0.4,0.5,376.0,5560.0,0.015,3m,2.2,0.4,1.5,832.0,4952.0,0.025,3m,1.6,1.0,0.5,512.0,5576.0,0.025,4m,2.2,1.0,1.5,624.0,7528.0,0.035,5m,1.6,0.6000000000000001,1.0,200.0,3488,0.02,2m,1.6,1.0,0.5,848,1456.0,0.045000000000000005,5m,2.2,1.0,2.0,976.0,2936,0.025,1m,1.8,0.4,0.5,992,6624.0,0.03,4m,1.2,0.2,1.5,792.0,2680,0.045000000000000005,5m,2.8,0.4,0.5,184,2968.0,0.035,2m,1.8,0.2,1.0,824.0,6800.0,0.02,2m,1.8,0.6000000000000001,2.0,568.0,,,,,,,,7896.0,0.025,2m,2.2,0.4,0.5,896.0,2264.0,0.025,1m,2.0,0.6000000000000001,2.0,720.0,5976,0.04,2m,2.8,0.4,0.5,272,2440,0.025,1m,2.2,0.4,2.0,656,,,,,,,,6800.0,0.045000000000000005,2m,2.0,0.0,0.5,576.0,4712,0.035,1m,3.0,0.0,1.5,544,7456,0.045000000000000005,5m,1.2,0.8,2.0,336,4344.0,0.03,3m,2.8,0.4,1.0,216.0,8064,0.01,4m,1.0,0.0,1.0,936,7864.0,0.04,2m,1.8,0.2,0.5,280.0,1392,0.035,2m,1.4,0.4,2.0,1000,2824,0.015,3m,2.2,0.4,1.0,584,4360.0,0.03,5m,2.2,0.6000000000000001,2.0,928.0,0.3,26,COMPLETE
79,79,0.9893469915497891,2025-06-22 16:36:28.008551,2025-06-22 16:36:45.101995,0 days 00:00:17.093444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5824.0,0.03,4m,2.2,0.8,1.5,672.0,8104.0,0.045000000000000005,3m,1.6,0.6000000000000001,1.0,272.0,3096,0.015,2m,1.8,1.0,0.5,960,1968.0,0.04,5m,2.0,1.0,2.0,896.0,3768,0.03,1m,2.0,1.0,0.5,952,,,,,,,,3648,0.04,5m,3.0,0.6000000000000001,1.0,264,,,,,,,,7448.0,0.02,1m,2.2,0.8,1.5,688.0,,,,,,,,7232.0,0.02,2m,2.0,0.2,0.5,840.0,,,,,,,,5520,0.045000000000000005,2m,2.6,0.4,0.5,128,2960,0.025,1m,1.8,0.4,2.0,688,,,,,,,,6448.0,0.05,2m,2.0,0.4,1.0,664.0,4320,0.04,1m,3.0,0.6000000000000001,1.5,616,7816,0.05,5m,1.0,0.6000000000000001,2.0,472,,,,,,,,7664,0.015,4m,1.2,0.0,1.0,960,,,,,,,,2016,0.03,3m,1.2,0.2,2.0,944,2376,0.015,3m,2.4000000000000004,0.4,0.5,752,6024.0,0.035,5m,2.4000000000000004,0.4,2.0,864.0,0.25,17,COMPLETE
80,80,1.0133543419155822,2025-06-22 16:36:45.164699,2025-06-22 16:37:12.523738,0 days 00:00:27.359039,2256.0,0.01,1m,2.4000000000000004,0.4,0.5,320.0,,,,,,,,1488.0,0.04,3m,1.0,0.2,0.5,128.0,2424.0,0.03,5m,2.0,0.2,2.0,520.0,7152.0,0.025,3m,2.4000000000000004,0.6000000000000001,2.0,928.0,4496.0,0.03,3m,1.8,1.0,0.5,440.0,7024.0,0.025,3m,2.2,1.0,1.0,576.0,7872.0,0.04,5m,2.0,0.4,0.5,200.0,4712,0.02,2m,2.0,0.8,0.5,1000,2416.0,0.04,5m,2.2,1.0,2.0,960.0,4144,0.035,1m,1.6,0.8,0.5,928,7424.0,0.025,4m,1.2,0.4,1.0,848.0,2224,0.05,5m,2.6,0.4,0.5,152,4824.0,0.04,2m,1.6,0.0,1.0,264.0,7104.0,0.03,3m,2.0,0.6000000000000001,1.5,584.0,,,,,,,,7632.0,0.015,1m,2.4000000000000004,0.2,1.0,744.0,1552.0,0.02,1m,2.2,0.4,2.0,496.0,3824,0.01,2m,2.2,0.6000000000000001,1.0,304,2632,0.035,1m,2.0,0.2,2.0,720,,,,,,,,7472.0,0.045000000000000005,2m,2.2,0.2,0.5,608.0,5824,0.04,1m,2.8,0.0,1.5,736,8112,0.045000000000000005,5m,1.6,0.6000000000000001,2.0,408,5168.0,0.025,3m,3.0,0.6000000000000001,1.0,184.0,6656,0.01,4m,1.4,0.0,1.0,1024,3864.0,0.035,2m,1.6,0.4,1.0,216.0,2472,0.025,2m,1.2,0.6000000000000001,1.5,808,2536,0.01,3m,2.6,0.4,0.5,680,5304.0,0.04,5m,2.6,0.4,1.5,832.0,0.2,27,COMPLETE
81,81,1.0064704282062735,2025-06-22 16:37:12.597645,2025-06-22 16:37:37.729510,0 days 00:00:25.131865,2680.0,0.01,1m,2.6,0.4,0.5,296.0,,,,,,,,,,,,,,,3936.0,0.02,5m,1.6,0.2,0.5,592.0,4944.0,0.02,2m,2.8,0.6000000000000001,2.0,784.0,5240.0,0.035,3m,2.0,1.0,0.5,384.0,5184.0,0.03,4m,2.0,1.0,1.5,712.0,6936.0,0.035,5m,1.8,0.6000000000000001,1.0,160.0,2832,0.02,2m,2.0,1.0,0.5,928,1680.0,0.035,5m,2.0,1.0,2.0,1000.0,4424,0.02,1m,2.0,1.0,0.5,888,7080.0,0.03,4m,1.0,0.4,1.0,664.0,1928,0.045000000000000005,5m,2.8,0.6000000000000001,0.5,208,4528.0,0.025,4m,2.2,0.2,1.0,216.0,7896.0,0.02,3m,2.2,0.6000000000000001,1.5,512.0,,,,,,,,6664.0,0.025,2m,2.6,0.2,0.5,944.0,1152.0,0.02,1m,2.4000000000000004,0.2,2.0,688.0,5064,0.045000000000000005,2m,2.8,0.6000000000000001,0.5,208,3344,0.02,1m,2.2,0.4,2.0,544,,,,,,,,6144.0,0.05,2m,1.8,0.6000000000000001,0.5,584.0,5304,0.04,1m,2.8,0.2,1.5,704,6832,0.05,5m,1.4,0.6000000000000001,2.0,320,3560.0,0.03,3m,2.8,0.4,1.0,280.0,7176,0.015,4m,1.0,0.0,1.0,984,7400.0,0.035,2m,1.8,0.2,1.0,144.0,1304,0.025,2m,1.0,0.4,2.0,952,3184,0.015,3m,2.0,0.4,0.5,624,4064.0,0.035,5m,2.4000000000000004,0.2,1.5,896.0,0.15000000000000002,26,COMPLETE
82,82,1.0320082543619302,2025-06-22 16:37:37.784712,2025-06-22 16:38:17.093354,0 days 00:00:39.308642,2440.0,0.01,1m,2.6,0.4,0.5,288.0,,,,,,,,,,,,,,,4920.0,0.025,5m,1.6,0.2,0.5,552.0,6168.0,0.03,5m,2.2,0.6000000000000001,1.0,744.0,5832.0,0.03,3m,1.8,1.0,0.5,544.0,6048.0,0.03,4m,2.0,1.0,1.5,528.0,7392.0,0.045000000000000005,5m,2.0,0.6000000000000001,1.0,128.0,2640,0.02,2m,1.6,1.0,0.5,960,4264.0,0.05,5m,1.8,1.0,2.0,864.0,4624,0.025,1m,1.8,1.0,0.5,456,6112.0,0.025,4m,1.0,0.4,1.0,952.0,2936,0.04,5m,2.8,0.6000000000000001,0.5,224,5112.0,0.035,2m,2.4000000000000004,0.4,1.5,176.0,6968.0,0.02,3m,2.4000000000000004,0.8,1.5,1016.0,,,,,,,,8152.0,0.025,2m,2.8,0.2,0.5,792.0,1824.0,0.02,1m,2.2,0.2,2.0,720.0,4248,0.045000000000000005,1m,2.8,0.6000000000000001,0.5,168,3096,0.025,1m,2.2,0.4,2.0,576,,,,,,,,7088.0,0.05,2m,1.6,0.4,0.5,512.0,5104,0.035,1m,2.8,0.2,1.5,672,7232,0.05,5m,1.6,0.6000000000000001,2.0,280,,,,,,,,7440,0.02,4m,1.2,0.2,1.0,928,7464.0,0.035,2m,1.6,0.4,1.0,184.0,1688,0.035,2m,1.8,0.4,2.0,976,3456,0.02,3m,2.2,0.6000000000000001,0.5,592,6864.0,0.035,5m,2.4000000000000004,0.6000000000000001,2.0,800.0,0.2,25,COMPLETE
83,83,0.9991561931845128,2025-06-22 16:38:17.260628,2025-06-22 16:38:48.788288,0 days 00:00:31.527660,1688.0,0.015,1m,2.4000000000000004,0.4,0.5,408.0,,,,,,,,1912.0,0.04,3m,1.6,0.2,1.0,272.0,3424.0,0.02,5m,1.8,0.2,0.5,488.0,5472.0,0.02,5m,2.0,0.6000000000000001,2.0,720.0,6216.0,0.025,3m,2.0,1.0,0.5,344.0,5312.0,0.03,2m,2.4000000000000004,1.0,1.5,808.0,6664.0,0.04,5m,2.2,0.6000000000000001,1.0,304.0,2376,0.015,2m,1.4,0.8,0.5,1024,1192.0,0.045000000000000005,4m,2.4000000000000004,1.0,2.0,920.0,3968,0.02,1m,2.0,1.0,0.5,968,6784.0,0.02,1m,1.2,0.4,1.5,680.0,2328,0.04,5m,3.0,0.6000000000000001,0.5,280,5640.0,0.03,5m,2.2,0.2,1.0,240.0,7632.0,0.025,3m,2.0,1.0,1.5,464.0,,,,,,,,7128.0,0.02,2m,2.6,0.4,0.5,688.0,1272.0,0.03,1m,2.0,0.4,2.0,616.0,4760,0.045000000000000005,2m,2.4000000000000004,0.4,0.5,232,2688,0.03,1m,2.0,0.4,2.0,616,,,,,,,,7912.0,0.045000000000000005,2m,1.6,0.0,0.5,704.0,6176,0.04,4m,2.6,0.0,1.5,592,5032,0.05,5m,1.4,0.4,2.0,360,3048.0,0.02,3m,3.0,0.4,0.5,376.0,7784,0.025,4m,1.4,0.0,1.0,960,7096.0,0.04,2m,2.0,0.0,1.5,128.0,1944,0.03,2m,1.4,0.6000000000000001,2.0,912,2792,0.01,3m,2.0,0.4,0.5,712,4968.0,0.035,5m,2.6,0.2,1.5,840.0,0.25,27,COMPLETE
