,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_ADP_QCOM_beta_win,params_ADP_QCOM_stop_loss,params_ADP_QCOM_trade_freq,params_ADP_QCOM_z_entry,params_ADP_QCOM_z_exit,params_ADP_QCOM_z_stop_scaler,params_ADP_QCOM_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_ATVI_NFLX_beta_win,params_ATVI_NFLX_stop_loss,params_ATVI_NFLX_trade_freq,params_ATVI_NFLX_z_entry,params_ATVI_NFLX_z_exit,params_ATVI_NFLX_z_stop_scaler,params_ATVI_NFLX_z_win,params_AVGO_CTAS_beta_win,params_AVGO_CTAS_stop_loss,params_AVGO_CTAS_trade_freq,params_AVGO_CTAS_z_entry,params_AVGO_CTAS_z_exit,params_AVGO_CTAS_z_stop_scaler,params_AVGO_CTAS_z_win,params_BIDU_CTAS_beta_win,params_BIDU_CTAS_stop_loss,params_BIDU_CTAS_trade_freq,params_BIDU_CTAS_z_entry,params_BIDU_CTAS_z_exit,params_BIDU_CTAS_z_stop_scaler,params_BIDU_CTAS_z_win,params_CERN_INCY_beta_win,params_CERN_INCY_stop_loss,params_CERN_INCY_trade_freq,params_CERN_INCY_z_entry,params_CERN_INCY_z_exit,params_CERN_INCY_z_stop_scaler,params_CERN_INCY_z_win,params_CHKP_VRTX_beta_win,params_CHKP_VRTX_stop_loss,params_CHKP_VRTX_trade_freq,params_CHKP_VRTX_z_entry,params_CHKP_VRTX_z_exit,params_CHKP_VRTX_z_stop_scaler,params_CHKP_VRTX_z_win,params_CMCSA_FOXA_beta_win,params_CMCSA_FOXA_stop_loss,params_CMCSA_FOXA_trade_freq,params_CMCSA_FOXA_z_entry,params_CMCSA_FOXA_z_exit,params_CMCSA_FOXA_z_stop_scaler,params_CMCSA_FOXA_z_win,params_CMCSA_FOX_beta_win,params_CMCSA_FOX_stop_loss,params_CMCSA_FOX_trade_freq,params_CMCSA_FOX_z_entry,params_CMCSA_FOX_z_exit,params_CMCSA_FOX_z_stop_scaler,params_CMCSA_FOX_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CSCO_ROST_beta_win,params_CSCO_ROST_stop_loss,params_CSCO_ROST_trade_freq,params_CSCO_ROST_z_entry,params_CSCO_ROST_z_exit,params_CSCO_ROST_z_stop_scaler,params_CSCO_ROST_z_win,params_EBAY_KLAC_beta_win,params_EBAY_KLAC_stop_loss,params_EBAY_KLAC_trade_freq,params_EBAY_KLAC_z_entry,params_EBAY_KLAC_z_exit,params_EBAY_KLAC_z_stop_scaler,params_EBAY_KLAC_z_win,params_EBAY_MCHP_beta_win,params_EBAY_MCHP_stop_loss,params_EBAY_MCHP_trade_freq,params_EBAY_MCHP_z_entry,params_EBAY_MCHP_z_exit,params_EBAY_MCHP_z_stop_scaler,params_EBAY_MCHP_z_win,params_EBAY_MXIM_beta_win,params_EBAY_MXIM_stop_loss,params_EBAY_MXIM_trade_freq,params_EBAY_MXIM_z_entry,params_EBAY_MXIM_z_exit,params_EBAY_MXIM_z_stop_scaler,params_EBAY_MXIM_z_win,params_FISV_QCOM_beta_win,params_FISV_QCOM_stop_loss,params_FISV_QCOM_trade_freq,params_FISV_QCOM_z_entry,params_FISV_QCOM_z_exit,params_FISV_QCOM_z_stop_scaler,params_FISV_QCOM_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_JD_PAYX_beta_win,params_JD_PAYX_stop_loss,params_JD_PAYX_trade_freq,params_JD_PAYX_z_entry,params_JD_PAYX_z_exit,params_JD_PAYX_z_stop_scaler,params_JD_PAYX_z_win,params_KHC_MAR_beta_win,params_KHC_MAR_stop_loss,params_KHC_MAR_trade_freq,params_KHC_MAR_z_entry,params_KHC_MAR_z_exit,params_KHC_MAR_z_stop_scaler,params_KHC_MAR_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_KHC_SBUX_beta_win,params_KHC_SBUX_stop_loss,params_KHC_SBUX_trade_freq,params_KHC_SBUX_z_entry,params_KHC_SBUX_z_exit,params_KHC_SBUX_z_stop_scaler,params_KHC_SBUX_z_win,params_KLAC_MCHP_beta_win,params_KLAC_MCHP_stop_loss,params_KLAC_MCHP_trade_freq,params_KLAC_MCHP_z_entry,params_KLAC_MCHP_z_exit,params_KLAC_MCHP_z_stop_scaler,params_KLAC_MCHP_z_win,params_MAR_QCOM_beta_win,params_MAR_QCOM_stop_loss,params_MAR_QCOM_trade_freq,params_MAR_QCOM_z_entry,params_MAR_QCOM_z_exit,params_MAR_QCOM_z_stop_scaler,params_MAR_QCOM_z_win,params_MNST_ROST_beta_win,params_MNST_ROST_stop_loss,params_MNST_ROST_trade_freq,params_MNST_ROST_z_entry,params_MNST_ROST_z_exit,params_MNST_ROST_z_stop_scaler,params_MNST_ROST_z_win,params_NXPI_ROST_beta_win,params_NXPI_ROST_stop_loss,params_NXPI_ROST_trade_freq,params_NXPI_ROST_z_entry,params_NXPI_ROST_z_exit,params_NXPI_ROST_z_stop_scaler,params_NXPI_ROST_z_win,params_ORLY_ROST_beta_win,params_ORLY_ROST_stop_loss,params_ORLY_ROST_trade_freq,params_ORLY_ROST_z_entry,params_ORLY_ROST_z_exit,params_ORLY_ROST_z_stop_scaler,params_ORLY_ROST_z_win,params_PAYX_QCOM_beta_win,params_PAYX_QCOM_stop_loss,params_PAYX_QCOM_trade_freq,params_PAYX_QCOM_z_entry,params_PAYX_QCOM_z_exit,params_PAYX_QCOM_z_stop_scaler,params_PAYX_QCOM_z_win,params_buffer_capital,params_pairs_to_trade,state
88,88,0.9629751287842467,2025-06-22 16:34:28.880926,2025-06-22 16:34:58.159871,0 days 00:00:29.278945,2728.0,0.05,1m,2.2,0.8,1.5,736.0,,,,,,,,6096.0,0.045000000000000005,3m,1.2,0.2,0.5,824.0,,,,,,,,,,,,,,,2072.0,0.02,5m,1.4,0.2,0.5,912.0,7760,0.04,4m,1.4,0.2,0.5,904,6752.0,0.045000000000000005,2m,2.0,0.6000000000000001,2.0,640.0,,,,,,,,5168.0,0.015,5m,1.0,0.2,2.0,456.0,4352,0.015,1m,1.6,0.6000000000000001,1.5,624,,,,,,,,,,,,,,,2528,0.05,4m,1.6,0.8,2.0,712,7520.0,0.025,4m,2.4000000000000004,1.0,2.0,800.0,3608,0.015,5m,2.4000000000000004,1.0,2.0,568,7056.0,0.025,2m,2.2,0.8,1.5,264.0,2536.0,0.03,3m,1.4,0.6000000000000001,0.5,488.0,2440,0.035,1m,1.4,0.8,2.0,856,3888,0.02,1m,1.4,0.4,2.0,848,4624.0,0.01,5m,2.2,0.2,1.0,824.0,4952,0.045000000000000005,5m,2.4000000000000004,0.6000000000000001,0.5,400,5176,0.01,4m,1.4,0.4,0.5,200,8016.0,0.035,3m,2.0,0.6000000000000001,1.5,464.0,3536.0,0.025,5m,1.8,0.6000000000000001,2.0,296.0,7856,0.01,1m,3.0,0.0,1.0,928,7552,0.04,2m,1.4,0.4,0.5,584,,,,,,,,6944.0,0.04,2m,2.6,1.0,1.5,968.0,,,,,,,,0.25,22,COMPLETE
89,89,0.9873953919644558,2025-06-22 16:34:58.210825,2025-06-22 16:35:15.082521,0 days 00:00:16.871696,4360.0,0.045000000000000005,2m,2.0,0.4,1.0,896.0,,,,,,,,7296.0,0.05,1m,1.8,0.6000000000000001,0.5,424.0,,,,,,,,,,,,,,,,,,,,,,5560,0.045000000000000005,4m,1.2,0.4,1.0,880,7416.0,0.05,5m,2.6,0.2,1.5,704.0,,,,,,,,,,,,,,,3520,0.02,4m,1.8,0.8,2.0,728,,,,,,,,,,,,,,,1904,0.05,4m,1.4,0.8,2.0,464,,,,,,,,3208,0.01,5m,2.0,1.0,1.5,496,,,,,,,,,,,,,,,1656,0.035,1m,1.8,0.6000000000000001,1.0,752,3256,0.025,3m,1.4,0.2,0.5,776,,,,,,,,5216,0.04,5m,2.6,0.6000000000000001,0.5,520,5448,0.02,4m,1.6,0.4,0.5,184,5944.0,0.015,1m,1.8,0.0,1.0,864.0,3280.0,0.03,1m,1.6,0.8,2.0,528.0,7464,0.015,1m,3.0,0.4,1.0,352,8056,0.05,4m,1.6,0.2,2.0,872,,,,,,,,,,,,,,,,,,,,,,0.2,15,COMPLETE
90,90,0.9858893499291459,2025-06-22 16:35:15.138035,2025-06-22 16:35:26.426229,0 days 00:00:11.288194,,,,,,,,,,,,,,,6608.0,0.035,4m,1.0,0.8,0.5,504.0,,,,,,,,,,,,,,,,,,,,,,6120,0.04,4m,3.0,0.6000000000000001,0.5,968,,,,,,,,,,,,,,,,,,,,,,4000,0.045000000000000005,3m,2.0,0.6000000000000001,1.0,680,,,,,,,,,,,,,,,3176,0.05,4m,1.8,0.6000000000000001,2.0,848,,,,,,,,2928,0.015,5m,3.0,1.0,1.0,592,,,,,,,,,,,,,,,4608,0.03,1m,2.0,0.8,0.5,824,1504,0.03,4m,1.6,1.0,1.5,704,,,,,,,,4128,0.045000000000000005,5m,2.2,0.8,0.5,704,6496,0.015,4m,1.2,0.6000000000000001,0.5,160,,,,,,,,2552.0,0.02,5m,2.0,1.0,2.0,352.0,6632,0.01,1m,2.2,0.6000000000000001,1.5,904,5936,0.045000000000000005,3m,1.0,0.2,1.5,752,,,,,,,,,,,,,,,,,,,,,,0.3,12,COMPLETE
91,91,1.0213412738573657,2025-06-22 16:35:26.494640,2025-06-22 16:35:35.534966,0 days 00:00:09.040326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6808,0.025,3m,1.2,0.2,0.5,944,,,,,,,,,,,,,,,,,,,,,,1592,0.015,3m,2.4000000000000004,0.4,1.5,800,,,,,,,,,,,,,,,2656,0.045000000000000005,3m,1.6,0.8,1.5,784,,,,,,,,4256,0.015,4m,1.6,1.0,2.0,624,,,,,,,,,,,,,,,3520,0.035,4m,1.4,0.8,0.5,768,4872,0.02,1m,1.6,0.6000000000000001,1.5,968,,,,,,,,5576,0.05,4m,2.4000000000000004,0.4,1.0,184,3520,0.05,3m,1.0,0.4,0.5,248,,,,,,,,,,,,,,,6408,0.01,4m,2.8,0.6000000000000001,1.5,800,7192,0.035,2m,1.2,0.2,1.5,920,,,,,,,,,,,,,,,,,,,,,,0.25,10,COMPLETE
92,92,0.9939036137053628,2025-06-22 16:35:35.577197,2025-06-22 16:35:45.883652,0 days 00:00:10.306455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6856,0.04,3m,1.0,0.2,0.5,1008,,,,,,,,,,,,,,,,,,,,,,3752,0.02,3m,2.4000000000000004,0.4,1.5,784,,,,,,,,,,,,,,,2224,0.045000000000000005,3m,1.6,0.8,2.0,712,,,,,,,,4216,0.015,4m,1.6,1.0,2.0,624,,,,,,,,,,,,,,,3400,0.035,4m,1.4,0.8,0.5,776,4392,0.02,1m,1.6,0.6000000000000001,1.5,1008,,,,,,,,5552,0.05,4m,2.4000000000000004,0.4,0.5,184,3568,0.05,2m,1.0,0.4,0.5,240,,,,,,,,3080.0,0.025,5m,2.8,0.6000000000000001,2.0,224.0,6440,0.01,4m,2.8,0.6000000000000001,1.5,848,7168,0.035,2m,1.4,0.2,1.5,920,,,,,,,,,,,,,,,,,,,,,,0.25,11,COMPLETE
93,93,0.9955183853007656,2025-06-22 16:35:45.928626,2025-06-22 16:35:57.286733,0 days 00:00:11.358107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6648,0.02,3m,1.2,0.2,0.5,936,,,,,,,,,,,,,,,,,,,,,,3232,0.015,3m,2.6,0.4,1.5,752,,,,,,,,,,,,,,,2144,0.045000000000000005,3m,1.4,0.8,1.5,816,,,,,,,,3792,0.015,4m,1.2,1.0,2.0,664,,,,,,,,,,,,,,,3064,0.035,5m,1.2,0.8,0.5,736,4800,0.025,1m,1.6,0.6000000000000001,1.5,968,,,,,,,,5344,0.05,1m,2.4000000000000004,0.4,1.0,448,3144,0.05,3m,1.2,0.4,0.5,136,,,,,,,,6416.0,0.02,5m,1.8,0.8,2.0,424.0,6776,0.01,4m,3.0,0.6000000000000001,1.5,800,7464,0.04,2m,1.2,0.2,1.5,800,,,,,,,,,,,,,,,,,,,,,,0.25,11,COMPLETE
94,94,1.0383556017932571,2025-06-22 16:35:57.364240,2025-06-22 16:36:06.948895,0 days 00:00:09.584655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944,0.025,3m,1.2,0.2,0.5,952,,,,,,,,,,,,,,,,,,,,,,2952,0.015,3m,2.4000000000000004,0.4,1.5,824,,,,,,,,,,,,,,,2616,0.025,3m,1.6,0.8,1.5,792,,,,,,,,4856,0.01,4m,1.8,1.0,2.0,552,,,,,,,,,,,,,,,8168,0.035,3m,1.4,0.8,0.5,808,4024,0.02,1m,1.4,0.6000000000000001,1.5,944,,,,,,,,3808,0.045000000000000005,5m,2.8,0.6000000000000001,0.5,384,4240,0.035,2m,1.4,0.4,0.5,264,,,,,,,,,,,,,,,6928,0.035,4m,2.8,0.6000000000000001,1.5,816,6800,0.035,2m,1.2,0.2,1.5,888,,,,,,,,,,,,,,,,,,,,,,0.2,10,COMPLETE
95,95,1.0122235390411833,2025-06-22 16:36:06.991984,2025-06-22 16:36:16.094760,0 days 00:00:09.102776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6504,0.025,3m,1.2,0.2,0.5,856,,,,,,,,,,,,,,,,,,,,,,2976,0.015,3m,2.4000000000000004,0.4,1.5,720,,,,,,,,,,,,,,,2704,0.025,3m,1.6,0.8,1.5,768,,,,,,,,6128,0.01,4m,1.6,1.0,2.0,528,,,,,,,,,,,,,,,7976,0.03,3m,3.0,0.8,0.5,880,1872,0.02,1m,1.4,0.6000000000000001,1.5,944,,,,,,,,5832,0.045000000000000005,5m,2.8,0.6000000000000001,0.5,160,4344,0.035,4m,1.4,0.4,0.5,272,,,,,,,,,,,,,,,7128,0.04,4m,2.4000000000000004,0.6000000000000001,1.5,808,8168,0.04,2m,1.2,0.2,1.5,896,,,,,,,,,,,,,,,,,,,,,,0.2,10,COMPLETE
96,96,0.987874841147562,2025-06-22 16:36:16.132062,2025-06-22 16:36:24.087495,0 days 00:00:07.955433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872,0.025,3m,1.2,0.0,0.5,944,,,,,,,,,,,,,,,,,,,,,,3408,0.015,5m,2.6,0.6000000000000001,1.5,824,,,,,,,,,,,,,,,2440,0.02,3m,1.6,0.8,0.5,896,,,,,,,,5480,0.01,4m,1.8,1.0,2.0,560,,,,,,,,,,,,,,,8096,0.035,3m,2.6,0.8,0.5,800,5152,0.015,5m,1.2,0.6000000000000001,1.5,1000,,,,,,,,3800,0.05,5m,2.8,0.6000000000000001,0.5,904,4536,0.045000000000000005,5m,3.0,0.6000000000000001,0.5,256,,,,,,,,,,,,,,,6936,0.035,4m,2.6,0.6000000000000001,1.5,768,4624,0.035,2m,1.0,0.2,1.5,952,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,10,COMPLETE
97,97,0.9966217403724683,2025-06-22 16:36:24.142867,2025-06-22 16:36:35.640617,0 days 00:00:11.497750,,,,,,,,,,,,,,,4072.0,0.045000000000000005,3m,3.0,1.0,1.5,592.0,,,,,,,,,,,,,,,,,,,,,,7120,0.025,3m,1.0,0.4,0.5,1000,,,,,,,,,,,,,,,,,,,,,,2712,0.02,3m,2.4000000000000004,0.4,1.5,768,,,,,,,,,,,,,,,2992,0.03,3m,1.8,1.0,1.0,792,,,,,,,,1664,0.015,4m,1.4,1.0,2.0,488,,,,,,,,,,,,,,,7584,0.035,3m,1.4,0.6000000000000001,1.5,768,4936,0.02,1m,1.6,0.6000000000000001,1.5,912,,,,,,,,3544,0.045000000000000005,5m,2.6,0.6000000000000001,0.5,200,4784,0.03,2m,1.2,0.4,0.5,304,,,,,,,,2240.0,0.015,3m,1.4,0.0,1.5,712.0,3824,0.04,4m,2.8,0.6000000000000001,1.5,824,7696,0.03,2m,1.2,0.4,1.5,880,,,,,,,,,,,,,,,,,,,,,,0.2,12,COMPLETE
98,98,1.0353580726969913,2025-06-22 16:36:35.698488,2025-06-22 16:36:44.365709,0 days 00:00:08.667221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,0.02,3m,1.4,0.2,0.5,976,,,,,,,,,,,,,,,,,,,,,,2480,0.015,3m,2.2,0.6000000000000001,1.5,688,,,,,,,,,,,,,,,2504,0.01,2m,1.6,0.8,1.5,744,,,,,,,,4888,0.04,4m,1.8,1.0,2.0,400,,,,,,,,,,,,,,,7488,0.04,3m,1.6,0.8,0.5,648,4616,0.015,2m,1.0,0.8,1.5,888,,,,,,,,6456,0.05,5m,3.0,0.6000000000000001,0.5,384,5864,0.045000000000000005,3m,1.0,0.4,0.5,392,,,,,,,,,,,,,,,7376,0.035,4m,2.6,0.4,1.5,888,6840,0.035,2m,1.2,0.2,1.5,832,,,,,,,,,,,,,,,,,,,,,,0.3,10,COMPLETE
99,99,0.9814706357123125,2025-06-22 16:36:44.412190,2025-06-22 16:36:53.749128,0 days 00:00:09.336938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176,0.02,3m,1.4,0.2,0.5,976,,,,,,,,,,,,,,,,,,,,,,7256,0.015,3m,2.2,0.6000000000000001,1.5,680,,,,,,,,,,,,,,,2664,0.01,2m,1.6,0.8,1.5,728,,,,,,,,4864,0.05,4m,1.8,1.0,2.0,384,,,,,,,,,,,,,,,7096,0.04,3m,1.6,0.8,0.5,720,4208,0.01,2m,1.0,0.8,1.5,976,,,,,,,,6440,0.05,5m,3.0,0.6000000000000001,0.5,272,6032,0.045000000000000005,2m,1.0,0.4,0.5,392,,,,,,,,,,,,,,,3312,0.035,4m,2.6,0.4,2.0,872,7336,0.025,2m,1.2,0.2,1.5,840,,,,,,,,,,,,,,,,,,,,,,0.3,10,COMPLETE
