,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_AMGN_TEAM_beta_win,params_AMGN_TEAM_stop_loss,params_AMGN_TEAM_trade_freq,params_AMGN_TEAM_z_entry,params_AMGN_TEAM_z_exit,params_AMGN_TEAM_z_stop_scaler,params_AMGN_TEAM_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_VRTX_beta_win,params_CMCSA_VRTX_stop_loss,params_CMCSA_VRTX_trade_freq,params_CMCSA_VRTX_z_entry,params_CMCSA_VRTX_z_exit,params_CMCSA_VRTX_z_stop_scaler,params_CMCSA_VRTX_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CSCO_CTAS_beta_win,params_CSCO_CTAS_stop_loss,params_CSCO_CTAS_trade_freq,params_CSCO_CTAS_z_entry,params_CSCO_CTAS_z_exit,params_CSCO_CTAS_z_stop_scaler,params_CSCO_CTAS_z_win,params_FB_CTAS_beta_win,params_FB_CTAS_stop_loss,params_FB_CTAS_trade_freq,params_FB_CTAS_z_entry,params_FB_CTAS_z_exit,params_FB_CTAS_z_stop_scaler,params_FB_CTAS_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_KLAC_MCHP_beta_win,params_KLAC_MCHP_stop_loss,params_KLAC_MCHP_trade_freq,params_KLAC_MCHP_z_entry,params_KLAC_MCHP_z_exit,params_KLAC_MCHP_z_stop_scaler,params_KLAC_MCHP_z_win,params_MTCH_TEAM_beta_win,params_MTCH_TEAM_stop_loss,params_MTCH_TEAM_trade_freq,params_MTCH_TEAM_z_entry,params_MTCH_TEAM_z_exit,params_MTCH_TEAM_z_stop_scaler,params_MTCH_TEAM_z_win,params_NFLX_CHTR_beta_win,params_NFLX_CHTR_stop_loss,params_NFLX_CHTR_trade_freq,params_NFLX_CHTR_z_entry,params_NFLX_CHTR_z_exit,params_NFLX_CHTR_z_stop_scaler,params_NFLX_CHTR_z_win,params_NFLX_CTAS_beta_win,params_NFLX_CTAS_stop_loss,params_NFLX_CTAS_trade_freq,params_NFLX_CTAS_z_entry,params_NFLX_CTAS_z_exit,params_NFLX_CTAS_z_stop_scaler,params_NFLX_CTAS_z_win,params_PTON_CTAS_beta_win,params_PTON_CTAS_stop_loss,params_PTON_CTAS_trade_freq,params_PTON_CTAS_z_entry,params_PTON_CTAS_z_exit,params_PTON_CTAS_z_stop_scaler,params_PTON_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_SPLK_CTAS_beta_win,params_SPLK_CTAS_stop_loss,params_SPLK_CTAS_trade_freq,params_SPLK_CTAS_z_entry,params_SPLK_CTAS_z_exit,params_SPLK_CTAS_z_stop_scaler,params_SPLK_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_ZM_CTAS_beta_win,params_ZM_CTAS_stop_loss,params_ZM_CTAS_trade_freq,params_ZM_CTAS_z_entry,params_ZM_CTAS_z_exit,params_ZM_CTAS_z_stop_scaler,params_ZM_CTAS_z_win,params_ZM_TEAM_beta_win,params_ZM_TEAM_stop_loss,params_ZM_TEAM_trade_freq,params_ZM_TEAM_z_entry,params_ZM_TEAM_z_exit,params_ZM_TEAM_z_stop_scaler,params_ZM_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
78,78,0.9517675747417894,2025-06-22 16:34:45.005451,2025-06-22 16:35:04.024013,0 days 00:00:19.018562,3368.0,0.025,4m,1.0,1.0,0.5,624.0,1992.0,0.05,5m,1.0,1.0,0.5,552.0,5008.0,0.045000000000000005,4m,1.6,0.2,0.5,368.0,1768.0,0.02,5m,1.8,1.0,2.0,1024.0,,,,,,,,5592,0.03,1m,1.8,1.0,1.0,616,1480,0.04,4m,2.6,0.4,0.5,216,3304.0,0.015,2m,1.8,0.6000000000000001,1.0,664.0,2480.0,0.015,4m,2.8,0.4,1.0,568.0,2248,0.035,1m,2.2,0.2,2.0,624,,,,,,,,,,,,,,,4936,0.025,1m,2.6,1.0,0.5,288,6312,0.03,5m,2.4000000000000004,0.6000000000000001,2.0,648,3768,0.04,4m,1.0,0.8,0.5,776,1168,0.045000000000000005,2m,1.8,0.2,2.0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.0,0.045000000000000005,3m,1.4,0.8,2.0,608.0,5784,0.035,5m,1.0,0.2,1.5,968,5344,0.015,5m,2.0,0.6000000000000001,2.0,840,6064,0.035,5m,2.6,0.0,1.0,800,4656.0,0.05,5m,2.6,1.0,1.5,480.0,2728.0,0.02,3m,2.8,0.4,2.0,552.0,1616.0,0.02,1m,1.0,0.2,0.5,560.0,,,,,,,,,,,,,,,0.45,20,COMPLETE
79,79,0.9145640941019922,2025-06-22 16:35:04.362881,2025-06-22 16:35:24.927396,0 days 00:00:20.564515,3016.0,0.03,1m,2.2,0.6000000000000001,1.5,168.0,2392.0,0.015,1m,3.0,0.2,2.0,480.0,6576.0,0.03,4m,2.0,0.4,0.5,248.0,2872.0,0.025,2m,2.6,0.0,1.0,352.0,,,,,,,,4480,0.035,1m,1.2,0.2,0.5,288,5760,0.025,1m,1.8,0.0,0.5,136,4720.0,0.025,3m,1.6,0.8,1.5,624.0,3536.0,0.03,5m,2.0,0.0,1.5,448.0,1616,0.02,5m,2.6,0.4,1.0,680,,,,,,,,,,,,,,,6208,0.015,5m,1.8,0.4,1.5,360,6776,0.04,2m,2.0,0.0,2.0,200,2760,0.05,5m,3.0,1.0,1.5,760,7456,0.035,2m,2.0,0.6000000000000001,1.5,808,4696.0,0.045000000000000005,5m,1.2,0.2,0.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,0.05,3m,1.8,0.6000000000000001,1.5,680.0,2456,0.035,2m,1.8,0.2,1.5,896,6416,0.03,4m,1.4,0.8,1.0,336,2072,0.04,4m,1.6,0.4,0.5,712,6136.0,0.04,4m,2.4000000000000004,0.0,1.5,832.0,1336.0,0.01,3m,1.6,0.2,2.0,256.0,2120.0,0.01,2m,1.0,0.0,0.5,152.0,,,,,,,,,,,,,,,0.25,21,COMPLETE
80,80,0.9736169769151592,2025-06-22 16:35:24.962383,2025-06-22 16:35:48.640942,0 days 00:00:23.678559,2696.0,0.035,5m,1.8,1.0,0.5,816.0,1360.0,0.02,5m,2.4000000000000004,1.0,1.5,344.0,8168.0,0.035,5m,1.6,0.2,1.5,336.0,2008.0,0.01,3m,1.0,0.6000000000000001,1.5,168.0,,,,,,,,7672,0.04,1m,1.6,1.0,1.5,808,2248,0.05,1m,1.4,0.6000000000000001,1.0,720,4360.0,0.03,1m,1.2,0.4,2.0,488.0,2096.0,0.045000000000000005,1m,2.6,0.2,0.5,960.0,2472,0.04,4m,1.6,0.8,2.0,576,,,,,,,,2824.0,0.045000000000000005,5m,2.4000000000000004,0.6000000000000001,0.5,944.0,4312,0.035,2m,2.0,0.2,0.5,464,7728,0.045000000000000005,3m,2.6,1.0,1.0,288,2944,0.03,2m,1.6,0.6000000000000001,1.0,840,2360,0.025,3m,2.2,0.0,2.0,456,2840.0,0.01,4m,1.6,0.4,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040.0,0.025,3m,2.0,1.0,2.0,232.0,3880,0.025,1m,1.2,0.6000000000000001,1.5,312,6120,0.025,3m,1.8,0.8,1.5,752,4936,0.02,5m,3.0,1.0,1.5,680,3872.0,0.025,3m,1.2,0.8,2.0,224.0,2112.0,0.025,2m,1.4,0.6000000000000001,2.0,384.0,1976.0,0.025,1m,1.2,0.8,0.5,736.0,,,,,,,,,,,,,,,0.3,22,COMPLETE
81,81,0.9502846975498804,2025-06-22 16:35:48.692061,2025-06-22 16:36:19.085244,0 days 00:00:30.393183,2352.0,0.04,1m,1.0,0.2,1.5,856.0,4688.0,0.02,4m,1.0,1.0,0.5,856.0,3880.0,0.05,1m,1.4,0.6000000000000001,0.5,888.0,2328.0,0.015,2m,1.0,0.0,2.0,896.0,,,,,,,,1888,0.035,3m,2.0,1.0,0.5,840,1912,0.04,2m,2.4000000000000004,0.8,0.5,632,6160.0,0.02,2m,1.4,0.6000000000000001,1.0,968.0,1608.0,0.025,1m,3.0,0.0,1.5,400.0,1824,0.03,3m,2.4000000000000004,0.6000000000000001,2.0,720,2360.0,0.03,2m,1.4,0.0,0.5,712.0,4152.0,0.025,1m,1.2,0.0,2.0,520.0,5784,0.04,2m,2.4000000000000004,1.0,1.0,784,7376,0.045000000000000005,2m,2.4000000000000004,0.2,2.0,584,4152,0.045000000000000005,3m,2.8,0.8,1.0,728,2064,0.05,2m,1.6,0.0,0.5,352,5192.0,0.045000000000000005,2m,1.8,0.8,2.0,272.0,,,,,,,,4792.0,0.035,5m,2.2,0.4,1.5,832.0,6624.0,0.015,3m,2.2,0.4,1.0,288.0,3504.0,0.03,1m,1.0,0.2,1.5,344.0,1968.0,0.03,2m,1.2,1.0,2.0,848.0,1640,0.01,5m,2.4000000000000004,0.2,1.5,816,2424,0.025,3m,2.4000000000000004,1.0,1.5,984,1768,0.045000000000000005,2m,2.0,0.2,1.5,648,6584.0,0.05,3m,2.8,0.2,0.5,656.0,3216.0,0.015,1m,1.0,0.0,2.0,152.0,4688.0,0.015,4m,1.2,1.0,1.5,208.0,1968.0,0.03,5m,3.0,0.2,0.5,472.0,3992.0,0.025,3m,2.4000000000000004,0.4,1.0,472.0,0.3,28,COMPLETE
82,82,0.9876558945214758,2025-06-22 16:36:19.124326,2025-06-22 16:36:41.918751,0 days 00:00:22.794425,1288.0,0.04,1m,1.2,0.0,1.0,888.0,4952.0,0.025,1m,1.2,1.0,0.5,392.0,3232.0,0.045000000000000005,1m,1.8,0.6000000000000001,0.5,768.0,4400.0,0.02,2m,1.0,0.0,2.0,976.0,,,,,,,,1512,0.035,2m,2.6,1.0,0.5,880,2112,0.045000000000000005,1m,2.8,0.6000000000000001,0.5,592,5608.0,0.025,2m,1.0,0.6000000000000001,1.5,816.0,,,,,,,,1048,0.035,3m,2.4000000000000004,0.6000000000000001,2.0,632,,,,,,,,,,,,,,,6864,0.04,2m,1.2,0.6000000000000001,0.5,880,6856,0.045000000000000005,2m,2.2,0.0,2.0,528,2008,0.045000000000000005,5m,2.8,0.8,1.0,688,1400,0.045000000000000005,2m,1.6,0.0,1.0,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,0.035,1m,1.6,1.0,2.0,768.0,1200,0.045000000000000005,5m,2.2,0.2,1.5,864,6736,0.025,3m,2.6,1.0,1.5,1008,1072,0.045000000000000005,1m,1.8,0.0,1.5,624,7824.0,0.045000000000000005,3m,2.8,0.0,0.5,432.0,5416.0,0.015,5m,1.2,1.0,2.0,240.0,3144.0,0.015,2m,1.8,1.0,1.0,704.0,,,,,,,,,,,,,,,0.35000000000000003,19,COMPLETE
83,83,1.010898945830938,2025-06-22 16:36:41.966348,2025-06-22 16:37:12.071110,0 days 00:00:30.104762,4496.0,0.04,1m,1.0,0.0,1.0,664.0,5104.0,0.015,5m,1.0,1.0,0.5,432.0,4616.0,0.05,2m,1.6,0.6000000000000001,0.5,704.0,6224.0,0.05,2m,1.0,0.0,2.0,816.0,6288.0,0.025,1m,1.8,0.6000000000000001,1.0,696.0,1240,0.025,3m,1.4,1.0,0.5,496,1152,0.045000000000000005,4m,2.6,1.0,0.5,784,5000.0,0.03,2m,1.6,0.6000000000000001,1.0,680.0,3096.0,0.025,1m,2.8,0.0,1.5,416.0,2088,0.025,3m,2.2,0.4,2.0,528,3600.0,0.045000000000000005,1m,1.8,0.4,1.0,496.0,1560.0,0.015,4m,1.0,0.2,2.0,440.0,3624,0.045000000000000005,2m,1.4,0.8,0.5,1000,6552,0.04,2m,2.4000000000000004,0.4,2.0,672,3272,0.045000000000000005,5m,2.6,0.8,1.0,808,1656,0.05,2m,1.4,0.0,2.0,712,5824.0,0.035,1m,1.8,0.8,2.0,880.0,5488.0,0.025,4m,2.0,0.4,1.5,592.0,5832.0,0.03,1m,2.6,0.8,1.0,664.0,4096.0,0.03,4m,1.8,0.6000000000000001,1.5,352.0,2232.0,0.04,4m,1.8,0.4,1.5,664.0,2632.0,0.035,5m,2.8,1.0,2.0,176.0,2016,0.05,5m,1.4,0.0,0.5,784,7376,0.02,3m,2.4000000000000004,0.8,1.5,920,1512,0.04,2m,1.8,0.0,1.5,664,5688.0,0.05,3m,2.6,0.2,1.0,760.0,1792.0,0.015,3m,1.0,0.0,2.0,184.0,5144.0,0.015,5m,1.6,1.0,0.5,840.0,3544.0,0.02,4m,2.4000000000000004,0.0,1.5,896.0,6216.0,0.03,3m,2.6,0.8,1.5,392.0,0.3,30,COMPLETE
84,84,1.0514711674132828,2025-06-22 16:37:12.129605,2025-06-22 16:37:27.504229,0 days 00:00:15.374624,3856.0,0.045000000000000005,1m,1.2,0.4,1.5,512.0,5480.0,0.01,5m,1.2,1.0,0.5,464.0,4344.0,0.05,4m,1.4,0.6000000000000001,0.5,216.0,5424.0,0.03,2m,1.2,0.0,2.0,936.0,,,,,,,,4920,0.03,1m,1.8,0.8,0.5,776,5512,0.05,5m,1.2,0.0,0.5,552,,,,,,,,,,,,,,,1392,0.03,1m,2.8,0.6000000000000001,2.0,816,,,,,,,,,,,,,,,6024,0.05,2m,1.6,1.0,2.0,952,7088,0.045000000000000005,2m,2.2,0.0,2.0,256,4680,0.05,3m,2.4000000000000004,0.8,1.0,664,5072,0.025,2m,1.4,0.0,2.0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144,0.045000000000000005,5m,2.6,0.4,1.0,880,8152,0.05,3m,2.2,1.0,1.5,976,1320,0.05,4m,2.2,0.4,1.5,576,,,,,,,,,,,,,,,2456.0,0.02,4m,2.0,1.0,1.5,792.0,,,,,,,,,,,,,,,0.25,15,COMPLETE
85,85,0.9854015731395986,2025-06-22 16:37:27.568082,2025-06-22 16:37:47.187450,0 days 00:00:19.619368,3800.0,0.045000000000000005,1m,1.2,0.4,1.5,520.0,4400.0,0.01,5m,1.4,1.0,0.5,464.0,4848.0,0.045000000000000005,4m,1.6,0.2,0.5,216.0,1304.0,0.03,1m,1.4,0.2,2.0,944.0,,,,,,,,4856,0.03,1m,1.8,0.8,0.5,776,5544,0.05,3m,1.0,0.0,0.5,560,,,,,,,,,,,,,,,1208,0.05,1m,2.8,0.6000000000000001,2.0,928,,,,,,,,,,,,,,,6064,0.05,4m,1.6,1.0,2.0,392,7568,0.05,2m,1.8,0.0,2.0,248,4512,0.05,1m,2.2,0.8,0.5,576,5440,0.025,2m,1.2,0.0,2.0,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7088,0.05,5m,3.0,0.4,0.5,1008,1648,0.05,3m,2.2,0.6000000000000001,1.5,952,7392,0.05,4m,2.4000000000000004,0.4,2.0,584,3584.0,0.035,1m,2.2,0.0,1.5,712.0,,,,,,,,2464.0,0.02,1m,2.0,1.0,1.5,792.0,,,,,,,,,,,,,,,0.2,16,COMPLETE
86,86,1.0606461839611907,2025-06-22 16:37:47.242879,2025-06-22 16:38:19.720178,0 days 00:00:32.477299,3432.0,0.05,5m,1.4,0.8,1.5,584.0,5536.0,0.01,5m,1.2,0.0,0.5,568.0,4344.0,0.05,4m,1.8,0.6000000000000001,1.0,152.0,5032.0,0.03,2m,1.2,0.0,2.0,488.0,,,,,,,,5344,0.03,1m,1.6,0.8,0.5,696,6304,0.05,1m,1.2,0.0,0.5,752,,,,,,,,,,,,,,,1448,0.025,1m,3.0,0.6000000000000001,2.0,848,,,,,,,,,,,,,,,5192,0.05,2m,1.6,1.0,2.0,904,6088,0.035,4m,2.6,0.0,2.0,152,3896,0.05,3m,2.4000000000000004,0.4,1.0,656,5736,0.025,1m,1.4,0.4,2.0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368,0.045000000000000005,5m,2.6,0.4,1.0,928,3104,0.045000000000000005,1m,2.0,1.0,1.0,888,2392,0.05,4m,2.2,0.4,1.0,744,,,,,,,,,,,,,,,2872.0,0.025,2m,2.2,1.0,1.5,656.0,,,,,,,,,,,,,,,0.25,15,COMPLETE
87,87,0.9484154106329317,2025-06-22 16:38:19.876313,2025-06-22 16:38:40.820605,0 days 00:00:20.944292,3320.0,0.05,5m,1.4,0.6000000000000001,1.5,264.0,5568.0,0.01,5m,1.2,0.0,0.5,520.0,4264.0,0.05,4m,1.2,0.0,1.0,128.0,5080.0,0.03,4m,1.4,0.0,2.0,496.0,,,,,,,,5344,0.025,1m,1.6,0.8,2.0,688,6528,0.05,1m,1.2,0.0,0.5,376,,,,,,,,,,,,,,,5568,0.025,1m,3.0,0.8,2.0,856,,,,,,,,,,,,,,,5200,0.05,3m,1.8,1.0,2.0,952,6040,0.035,1m,2.6,0.0,2.0,144,3896,0.05,3m,2.4000000000000004,0.4,1.0,656,5120,0.025,1m,1.0,0.4,2.0,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0.04,3m,2.6,0.4,1.0,928,3720,0.05,1m,3.0,1.0,1.0,888,2376,0.05,4m,2.4000000000000004,0.4,1.0,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,14,COMPLETE
88,88,1.0367248518158052,2025-06-22 16:38:40.879360,2025-06-22 16:38:56.584250,0 days 00:00:15.704890,,,,,,,,6376.0,0.01,5m,1.4,0.0,1.5,568.0,3624.0,0.05,4m,1.4,0.4,1.0,152.0,5424.0,0.03,2m,1.2,0.8,2.0,472.0,,,,,,,,5792,0.03,1m,1.8,0.8,0.5,624,5976,0.05,1m,1.2,0.0,1.5,816,,,,,,,,,,,,,,,2680,0.025,1m,3.0,0.6000000000000001,2.0,808,,,,,,,,,,,,,,,4104,0.05,2m,1.6,1.0,2.0,896,7136,0.025,4m,2.0,0.0,1.5,216,3576,0.05,3m,2.2,0.4,0.5,632,5800,0.02,1m,1.4,0.4,2.0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392,0.045000000000000005,5m,2.8,0.4,1.0,880,3008,0.05,1m,2.0,1.0,1.0,464,2112,0.05,4m,1.2,0.4,1.0,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,13,COMPLETE
89,89,1.0492099386177187,2025-06-22 16:38:56.623164,2025-06-22 16:39:11.286954,0 days 00:00:14.663790,3504.0,0.05,5m,2.0,0.8,1.5,392.0,5360.0,0.01,1m,2.2,0.0,1.5,312.0,4424.0,0.01,3m,1.6,0.8,1.0,168.0,5040.0,0.035,5m,1.6,0.8,2.0,856.0,,,,,,,,4320,0.03,4m,1.8,0.8,0.5,824,6704,0.05,5m,1.2,0.0,0.5,472,,,,,,,,,,,,,,,1616,0.03,2m,2.8,0.6000000000000001,2.0,832,,,,,,,,,,,,,,,2984,0.05,3m,1.6,1.0,2.0,824,5040,0.035,4m,3.0,0.0,2.0,184,2512,0.05,3m,2.4000000000000004,0.2,0.5,600,4776,0.03,1m,1.2,0.4,1.5,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568,0.045000000000000005,1m,2.8,0.4,1.0,752,4496,0.04,1m,2.0,1.0,1.0,856,2688,0.05,5m,2.2,0.6000000000000001,1.0,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,14,COMPLETE
90,90,0.9534230554657199,2025-06-22 16:39:11.347671,2025-06-22 16:39:26.771641,0 days 00:00:15.423970,3480.0,0.05,5m,2.0,0.8,1.5,464.0,5416.0,0.01,1m,2.2,0.0,0.5,280.0,4432.0,0.015,3m,1.6,1.0,1.0,168.0,5736.0,0.035,5m,2.0,0.8,2.0,864.0,,,,,,,,4288,0.025,4m,2.0,0.6000000000000001,0.5,784,6784,0.05,5m,1.2,0.0,0.5,464,,,,,,,,,,,,,,,1920,0.03,2m,2.8,0.6000000000000001,2.0,824,,,,,,,,,,,,,,,3056,0.05,2m,1.6,1.0,2.0,824,4448,0.03,4m,3.0,0.0,2.0,184,3168,0.05,3m,2.4000000000000004,0.2,1.0,592,6056,0.03,1m,1.2,0.4,1.5,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624,0.045000000000000005,1m,1.2,0.6000000000000001,1.0,752,4496,0.045000000000000005,1m,1.8,1.0,1.0,856,7040,0.05,5m,2.2,0.6000000000000001,1.0,856,,,,,,,,,,,,,,,3264.0,0.03,4m,2.2,0.8,1.5,640.0,,,,,,,,,,,,,,,0.2,15,COMPLETE
91,91,0.9937256440588389,2025-06-22 16:39:26.815601,2025-06-22 16:39:42.728380,0 days 00:00:15.912779,2864.0,0.05,5m,1.8,0.8,1.5,384.0,5728.0,0.01,1m,2.2,0.0,1.5,312.0,3832.0,0.01,3m,1.6,0.8,1.0,144.0,5040.0,0.035,5m,1.6,0.8,2.0,392.0,,,,,,,,5008,0.03,4m,1.8,0.8,0.5,832,7392,0.05,5m,1.0,0.0,0.5,440,,,,,,,,,,,,,,,1664,0.03,2m,2.8,0.6000000000000001,2.0,888,,,,,,,,,,,,,,,2808,0.05,3m,1.6,1.0,2.0,920,4760,0.035,4m,3.0,0.0,2.0,128,2472,0.05,3m,2.2,0.2,0.5,664,4744,0.025,1m,1.0,0.4,1.5,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464,0.045000000000000005,1m,2.8,0.4,1.0,808,4176,0.045000000000000005,1m,2.0,1.0,1.0,808,2728,0.05,5m,2.2,0.6000000000000001,1.0,744,,,,,,,,,,,,,,,2880.0,0.025,2m,2.4000000000000004,1.0,1.5,616.0,,,,,,,,,,,,,,,0.2,15,COMPLETE
92,92,1.0499028676656323,2025-06-22 16:39:42.767514,2025-06-22 16:39:57.279655,0 days 00:00:14.512141,4224.0,0.045000000000000005,5m,2.0,1.0,1.5,328.0,6088.0,0.01,1m,2.4000000000000004,0.0,1.5,328.0,4208.0,0.015,3m,1.4,1.0,1.0,208.0,4800.0,0.03,5m,1.6,0.8,2.0,552.0,,,,,,,,5424,0.03,4m,1.6,0.8,0.5,816,7000,0.05,5m,1.2,0.0,0.5,512,,,,,,,,,,,,,,,1408,0.025,2m,3.0,0.6000000000000001,2.0,840,,,,,,,,,,,,,,,3344,0.05,3m,1.8,1.0,2.0,848,5040,0.035,4m,2.8,0.0,2.0,160,2136,0.05,3m,2.4000000000000004,0.0,0.5,544,4912,0.03,1m,1.2,0.4,1.0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304,0.04,1m,2.6,0.4,1.0,832,4696,0.04,1m,2.0,1.0,1.0,968,3104,0.05,5m,1.4,0.8,1.0,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,14,COMPLETE
