,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_ADP_PDD_beta_win,params_ADP_PDD_stop_loss,params_ADP_PDD_trade_freq,params_ADP_PDD_z_entry,params_ADP_PDD_z_exit,params_ADP_PDD_z_stop_scaler,params_ADP_PDD_z_win,params_ADSK_QCOM_beta_win,params_ADSK_QCOM_stop_loss,params_ADSK_QCOM_trade_freq,params_ADSK_QCOM_z_entry,params_ADSK_QCOM_z_exit,params_ADSK_QCOM_z_stop_scaler,params_ADSK_QCOM_z_win,params_ALGN_EA_beta_win,params_ALGN_EA_stop_loss,params_ALGN_EA_trade_freq,params_ALGN_EA_z_entry,params_ALGN_EA_z_exit,params_ALGN_EA_z_stop_scaler,params_ALGN_EA_z_win,params_ALGN_QCOM_beta_win,params_ALGN_QCOM_stop_loss,params_ALGN_QCOM_trade_freq,params_ALGN_QCOM_z_entry,params_ALGN_QCOM_z_exit,params_ALGN_QCOM_z_stop_scaler,params_ALGN_QCOM_z_win,params_AMD_QCOM_beta_win,params_AMD_QCOM_stop_loss,params_AMD_QCOM_trade_freq,params_AMD_QCOM_z_entry,params_AMD_QCOM_z_exit,params_AMD_QCOM_z_stop_scaler,params_AMD_QCOM_z_win,params_AVGO_QCOM_beta_win,params_AVGO_QCOM_stop_loss,params_AVGO_QCOM_trade_freq,params_AVGO_QCOM_z_entry,params_AVGO_QCOM_z_exit,params_AVGO_QCOM_z_stop_scaler,params_AVGO_QCOM_z_win,params_BIDU_CSCO_beta_win,params_BIDU_CSCO_stop_loss,params_BIDU_CSCO_trade_freq,params_BIDU_CSCO_z_entry,params_BIDU_CSCO_z_exit,params_BIDU_CSCO_z_stop_scaler,params_BIDU_CSCO_z_win,params_CMCSA_WDAY_beta_win,params_CMCSA_WDAY_stop_loss,params_CMCSA_WDAY_trade_freq,params_CMCSA_WDAY_z_entry,params_CMCSA_WDAY_z_exit,params_CMCSA_WDAY_z_stop_scaler,params_CMCSA_WDAY_z_win,params_DLTR_VRTX_beta_win,params_DLTR_VRTX_stop_loss,params_DLTR_VRTX_trade_freq,params_DLTR_VRTX_z_entry,params_DLTR_VRTX_z_exit,params_DLTR_VRTX_z_stop_scaler,params_DLTR_VRTX_z_win,params_DOCU_ILMN_beta_win,params_DOCU_ILMN_stop_loss,params_DOCU_ILMN_trade_freq,params_DOCU_ILMN_z_entry,params_DOCU_ILMN_z_exit,params_DOCU_ILMN_z_stop_scaler,params_DOCU_ILMN_z_win,params_DOCU_TEAM_beta_win,params_DOCU_TEAM_stop_loss,params_DOCU_TEAM_trade_freq,params_DOCU_TEAM_z_entry,params_DOCU_TEAM_z_exit,params_DOCU_TEAM_z_stop_scaler,params_DOCU_TEAM_z_win,params_FB_PCAR_beta_win,params_FB_PCAR_stop_loss,params_FB_PCAR_trade_freq,params_FB_PCAR_z_entry,params_FB_PCAR_z_exit,params_FB_PCAR_z_stop_scaler,params_FB_PCAR_z_win,params_FISV_VRTX_beta_win,params_FISV_VRTX_stop_loss,params_FISV_VRTX_trade_freq,params_FISV_VRTX_z_entry,params_FISV_VRTX_z_exit,params_FISV_VRTX_z_stop_scaler,params_FISV_VRTX_z_win,params_FOXA_QCOM_beta_win,params_FOXA_QCOM_stop_loss,params_FOXA_QCOM_trade_freq,params_FOXA_QCOM_z_entry,params_FOXA_QCOM_z_exit,params_FOXA_QCOM_z_stop_scaler,params_FOXA_QCOM_z_win,params_FOX_QCOM_beta_win,params_FOX_QCOM_stop_loss,params_FOX_QCOM_trade_freq,params_FOX_QCOM_z_entry,params_FOX_QCOM_z_exit,params_FOX_QCOM_z_stop_scaler,params_FOX_QCOM_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_GOOGL_PCAR_beta_win,params_GOOGL_PCAR_stop_loss,params_GOOGL_PCAR_trade_freq,params_GOOGL_PCAR_z_entry,params_GOOGL_PCAR_z_exit,params_GOOGL_PCAR_z_stop_scaler,params_GOOGL_PCAR_z_win,params_GOOG_PCAR_beta_win,params_GOOG_PCAR_stop_loss,params_GOOG_PCAR_trade_freq,params_GOOG_PCAR_z_entry,params_GOOG_PCAR_z_exit,params_GOOG_PCAR_z_stop_scaler,params_GOOG_PCAR_z_win,params_ILMN_MTCH_beta_win,params_ILMN_MTCH_stop_loss,params_ILMN_MTCH_trade_freq,params_ILMN_MTCH_z_entry,params_ILMN_MTCH_z_exit,params_ILMN_MTCH_z_stop_scaler,params_ILMN_MTCH_z_win,params_ILMN_TEAM_beta_win,params_ILMN_TEAM_stop_loss,params_ILMN_TEAM_trade_freq,params_ILMN_TEAM_z_entry,params_ILMN_TEAM_z_exit,params_ILMN_TEAM_z_stop_scaler,params_ILMN_TEAM_z_win,params_ILMN_VRTX_beta_win,params_ILMN_VRTX_stop_loss,params_ILMN_VRTX_trade_freq,params_ILMN_VRTX_z_entry,params_ILMN_VRTX_z_exit,params_ILMN_VRTX_z_stop_scaler,params_ILMN_VRTX_z_win,params_INTU_VRTX_beta_win,params_INTU_VRTX_stop_loss,params_INTU_VRTX_trade_freq,params_INTU_VRTX_z_entry,params_INTU_VRTX_z_exit,params_INTU_VRTX_z_stop_scaler,params_INTU_VRTX_z_win,params_NVDA_VRTX_beta_win,params_NVDA_VRTX_stop_loss,params_NVDA_VRTX_trade_freq,params_NVDA_VRTX_z_entry,params_NVDA_VRTX_z_exit,params_NVDA_VRTX_z_stop_scaler,params_NVDA_VRTX_z_win,params_PCAR_CDW_beta_win,params_PCAR_CDW_stop_loss,params_PCAR_CDW_trade_freq,params_PCAR_CDW_z_entry,params_PCAR_CDW_z_exit,params_PCAR_CDW_z_stop_scaler,params_PCAR_CDW_z_win,params_PCAR_PAYX_beta_win,params_PCAR_PAYX_stop_loss,params_PCAR_PAYX_trade_freq,params_PCAR_PAYX_z_entry,params_PCAR_PAYX_z_exit,params_PCAR_PAYX_z_stop_scaler,params_PCAR_PAYX_z_win,params_PCAR_VRTX_beta_win,params_PCAR_VRTX_stop_loss,params_PCAR_VRTX_trade_freq,params_PCAR_VRTX_z_entry,params_PCAR_VRTX_z_exit,params_PCAR_VRTX_z_stop_scaler,params_PCAR_VRTX_z_win,params_PYPL_QCOM_beta_win,params_PYPL_QCOM_stop_loss,params_PYPL_QCOM_trade_freq,params_PYPL_QCOM_z_entry,params_PYPL_QCOM_z_exit,params_PYPL_QCOM_z_stop_scaler,params_PYPL_QCOM_z_win,params_REGN_CTAS_beta_win,params_REGN_CTAS_stop_loss,params_REGN_CTAS_trade_freq,params_REGN_CTAS_z_entry,params_REGN_CTAS_z_exit,params_REGN_CTAS_z_stop_scaler,params_REGN_CTAS_z_win,params_TEAM_VRTX_beta_win,params_TEAM_VRTX_stop_loss,params_TEAM_VRTX_trade_freq,params_TEAM_VRTX_z_entry,params_TEAM_VRTX_z_exit,params_TEAM_VRTX_z_stop_scaler,params_TEAM_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
65,65,1.0027564980459776,2025-06-22 16:29:14.885522,2025-06-22 16:29:32.397283,0 days 00:00:17.511761,,,,,,,,1824,0.01,4m,2.6,0.8,1.0,160,6368,0.03,1m,2.6,1.0,2.0,1000,4624.0,0.04,2m,1.0,1.0,1.5,224.0,7616.0,0.025,5m,2.8,0.8,0.5,856.0,8144,0.02,5m,2.6,1.0,0.5,608,1816.0,0.04,2m,1.8,1.0,1.5,736.0,6552,0.03,3m,3.0,0.8,1.0,744,,,,,,,,,,,,,,,7544.0,0.02,1m,2.0,1.0,1.0,440.0,,,,,,,,6048.0,0.035,4m,1.6,0.0,0.5,912.0,5408,0.05,2m,1.0,0.2,1.0,672,7032.0,0.035,5m,2.6,0.8,0.5,200.0,1088,0.02,4m,1.8,0.4,2.0,768,7248.0,0.03,5m,2.8,0.2,0.5,408.0,5360,0.015,3m,1.6,0.6000000000000001,1.5,720,5376,0.02,1m,2.6,1.0,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.0,0.025,4m,1.4,0.8,1.5,1024.0,,,,,,,,1280,0.04,5m,1.6,0.6000000000000001,1.5,1024,1248,0.045000000000000005,2m,1.6,0.0,2.0,232,2520.0,0.035,3m,2.2,0.0,1.0,696.0,0.3,19,COMPLETE
66,66,0.9930386119486362,2025-06-22 16:29:32.434041,2025-06-22 16:29:51.806240,0 days 00:00:19.372199,,,,,,,,3344,0.01,2m,2.8,0.6000000000000001,0.5,912,7128,0.03,1m,3.0,1.0,2.0,1000,4320.0,0.045000000000000005,2m,1.0,1.0,1.5,160.0,8048.0,0.025,5m,2.6,0.8,0.5,800.0,7864,0.02,5m,2.4000000000000004,1.0,2.0,544,1576.0,0.045000000000000005,2m,2.0,1.0,1.5,816.0,6192,0.025,3m,3.0,0.8,1.0,624,,,,,,,,,,,,,,,7064.0,0.02,1m,1.8,1.0,1.0,464.0,,,,,,,,6472.0,0.04,4m,1.8,0.0,0.5,872.0,5040,0.05,2m,1.2,0.0,1.0,672,7656.0,0.035,5m,2.8,0.8,0.5,312.0,2216,0.025,4m,1.6,0.4,2.0,632,7568.0,0.035,5m,3.0,0.2,0.5,328.0,5696,0.01,3m,1.2,0.8,1.5,744,4624,0.04,1m,2.6,0.8,1.5,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.0,0.03,3m,2.2,0.2,1.5,800.0,2776.0,0.02,4m,1.2,0.8,1.5,976.0,6920.0,0.015,3m,2.2,0.8,2.0,360.0,1056,0.035,5m,1.8,0.6000000000000001,1.5,344,1728,0.045000000000000005,2m,2.8,0.0,2.0,208,2200.0,0.035,3m,2.2,0.0,1.0,752.0,0.35000000000000003,21,COMPLETE
67,67,0.9675714142780172,2025-06-22 16:29:51.862257,2025-06-22 16:30:11.022215,0 days 00:00:19.159958,,,,,,,,2832,0.05,4m,3.0,0.8,1.0,976,5984,0.025,1m,2.6,1.0,2.0,912,3824.0,0.035,2m,1.2,1.0,1.5,288.0,7192.0,0.025,5m,1.8,0.6000000000000001,0.5,872.0,7392,0.015,5m,2.6,1.0,0.5,480,1152.0,0.035,2m,1.8,1.0,1.5,856.0,5720,0.025,3m,2.8,1.0,1.0,776,,,,,,,,,,,,,,,7768.0,0.015,1m,2.0,1.0,1.0,560.0,,,,,,,,4400.0,0.035,4m,1.4,0.2,0.5,968.0,6080,0.05,2m,1.6,0.4,0.5,592,1600.0,0.03,5m,2.4000000000000004,1.0,0.5,144.0,1792,0.02,2m,3.0,0.4,2.0,592,6896.0,0.03,5m,2.8,0.2,0.5,528.0,4616,0.02,3m,1.4,0.8,1.5,664,5744,0.04,1m,2.8,1.0,2.0,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,0.03,4m,1.0,0.8,1.5,896.0,7544.0,0.03,2m,1.6,0.0,0.5,664.0,1416,0.04,5m,1.6,1.0,1.5,944,1840,0.05,2m,2.2,0.0,2.0,376,2968.0,0.04,3m,2.0,0.0,1.0,800.0,0.15000000000000002,20,COMPLETE
68,68,0.9927009481858659,2025-06-22 16:30:11.081690,2025-06-22 16:30:36.607940,0 days 00:00:25.526250,5704.0,0.035,1m,2.6,0.8,1.5,912.0,1368,0.01,4m,2.4000000000000004,1.0,1.0,128,5088,0.035,1m,2.8,1.0,2.0,1016,5272.0,0.04,2m,1.0,0.8,1.5,192.0,7544.0,0.02,5m,2.4000000000000004,0.8,0.5,904.0,7728,0.02,5m,2.4000000000000004,1.0,0.5,544,2224.0,0.035,2m,1.6,0.8,1.5,728.0,7768,0.03,3m,2.8,0.8,1.0,648,8192.0,0.04,5m,1.4,0.0,2.0,368.0,4376.0,0.04,5m,2.2,1.0,1.5,816.0,7200.0,0.015,1m,2.2,1.0,1.0,352.0,1048.0,0.015,1m,1.4,0.2,0.5,520.0,7216.0,0.04,4m,1.6,0.0,0.5,832.0,6616,0.05,2m,1.4,0.2,1.5,512,7168.0,0.035,5m,2.8,0.6000000000000001,0.5,256.0,1480,0.025,4m,1.8,0.2,2.0,512,6464.0,0.025,5m,2.6,0.2,0.5,256.0,6232,0.025,3m,1.6,0.6000000000000001,2.0,616,3976,0.03,1m,2.4000000000000004,0.8,1.5,936,,,,,,,,,,,,,,,1872.0,0.025,5m,3.0,1.0,1.5,400.0,1832.0,0.01,4m,2.4000000000000004,0.4,1.0,600.0,,,,,,,,6200.0,0.01,2m,1.8,1.0,0.5,272.0,1768.0,0.025,4m,1.4,0.6000000000000001,1.5,976.0,5048.0,0.015,4m,1.0,0.6000000000000001,1.0,232.0,2168,0.035,5m,1.8,0.8,1.0,216,2136,0.045000000000000005,2m,2.0,0.0,0.5,312,1408.0,0.035,3m,2.6,0.0,1.0,728.0,0.2,27,COMPLETE
69,69,0.994590194895726,2025-06-22 16:30:36.658974,2025-06-22 16:30:57.105534,0 days 00:00:20.446560,1672.0,0.045000000000000005,2m,2.0,0.4,1.0,1008.0,2456,0.01,4m,2.6,0.8,1.0,240,6520,0.03,1m,2.8,0.8,2.0,872,5040.0,0.05,2m,1.2,1.0,1.5,264.0,6648.0,0.03,5m,2.8,0.8,0.5,768.0,6792,0.025,5m,2.8,0.8,1.0,584,4896.0,0.04,2m,2.2,1.0,1.5,776.0,7000,0.025,3m,2.6,0.8,1.0,848,4704.0,0.05,4m,2.6,0.0,2.0,192.0,,,,,,,,6560.0,0.025,2m,1.8,1.0,1.0,520.0,,,,,,,,5856.0,0.035,4m,1.4,0.2,1.0,896.0,4240,0.045000000000000005,2m,1.4,0.4,1.0,648,7864.0,0.03,5m,3.0,0.8,0.5,184.0,2528,0.02,5m,1.6,0.4,2.0,648,6112.0,0.035,5m,2.4000000000000004,0.4,0.5,320.0,5376,0.01,3m,1.4,0.6000000000000001,1.5,824,4280,0.015,3m,2.6,1.0,1.5,960,,,,,,,,,,,,,,,,,,,,,,1728.0,0.02,3m,1.2,1.0,0.5,400.0,,,,,,,,7456.0,0.025,5m,1.8,0.6000000000000001,1.0,520.0,2112.0,0.03,4m,1.0,0.4,1.5,800.0,4616.0,0.02,1m,2.8,1.0,1.5,552.0,6336,0.03,5m,2.0,0.6000000000000001,1.5,568,1232,0.05,2m,1.8,0.0,1.0,656,2088.0,0.03,3m,2.2,0.2,1.0,912.0,0.35000000000000003,24,COMPLETE
70,70,0.9607236087095028,2025-06-22 16:30:57.155133,2025-06-22 16:31:12.012969,0 days 00:00:14.857836,,,,,,,,2936,0.015,4m,2.6,0.6000000000000001,1.0,800,6968,0.025,5m,2.6,0.0,0.5,992,8192.0,0.035,2m,1.4,0.8,2.0,224.0,3304.0,0.025,5m,2.8,1.0,1.5,936.0,7112,0.015,1m,2.4000000000000004,1.0,0.5,640,,,,,,,,6016,0.035,3m,3.0,0.8,0.5,680,,,,,,,,,,,,,,,6016.0,0.02,4m,1.6,1.0,1.0,424.0,,,,,,,,4928.0,0.025,4m,1.8,0.0,2.0,928.0,6032,0.05,4m,1.0,0.2,1.5,256,6464.0,0.035,5m,2.6,0.6000000000000001,0.5,328.0,1936,0.015,4m,2.2,0.2,1.5,952,7952.0,0.03,5m,3.0,0.0,0.5,400.0,4136,0.02,3m,1.2,0.6000000000000001,1.5,680,3440,0.04,1m,3.0,0.8,2.0,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.0,0.02,2m,1.6,0.8,1.5,928.0,,,,,,,,1616,0.05,5m,1.8,0.8,1.5,168,1568,0.05,2m,1.4,0.2,2.0,128,2568.0,0.04,3m,2.4000000000000004,0.0,1.0,824.0,0.4,18,COMPLETE
71,71,0.9847359775682144,2025-06-22 16:31:12.089618,2025-06-22 16:31:42.398612,0 days 00:00:30.308994,4096.0,0.025,3m,1.8,0.6000000000000001,1.5,536.0,3112,0.02,4m,2.8,1.0,1.0,264,8120,0.045000000000000005,3m,2.4000000000000004,1.0,2.0,504,4080.0,0.04,2m,1.2,0.8,1.5,160.0,5600.0,0.03,1m,1.6,0.8,0.5,832.0,6608,0.035,5m,2.2,0.8,0.5,320,2472.0,0.05,2m,1.4,0.8,2.0,904.0,3648,0.02,3m,2.8,0.6000000000000001,1.0,480,6080.0,0.045000000000000005,1m,2.2,0.6000000000000001,1.0,264.0,6448.0,0.03,1m,2.6,0.4,2.0,296.0,7360.0,0.025,1m,2.2,0.8,1.0,656.0,3480.0,0.025,3m,2.0,0.6000000000000001,1.0,376.0,5720.0,0.03,4m,1.2,0.2,0.5,688.0,5632,0.045000000000000005,1m,1.8,0.2,1.5,1008,1160.0,0.025,5m,2.8,0.8,0.5,376.0,2848,0.015,4m,2.0,0.4,2.0,408,7680.0,0.04,5m,2.8,0.2,0.5,488.0,6608,0.015,3m,1.4,0.6000000000000001,1.5,896,5200,0.035,1m,2.4000000000000004,0.8,1.5,888,2400.0,0.035,3m,2.6,0.0,2.0,816.0,2504.0,0.035,1m,1.0,0.2,0.5,448.0,8120.0,0.04,2m,1.6,0.8,2.0,320.0,3616.0,0.04,4m,1.6,0.8,1.0,648.0,,,,,,,,5272.0,0.015,4m,2.8,0.8,0.5,872.0,3136.0,0.025,4m,1.2,0.2,1.5,992.0,6096.0,0.01,5m,2.2,0.2,1.0,928.0,1560,0.035,1m,2.2,0.4,2.0,288,2640,0.045000000000000005,2m,1.8,0.2,2.0,808,1792.0,0.035,3m,2.0,0.2,1.0,944.0,0.3,29,COMPLETE
72,72,0.991777600928462,2025-06-22 16:31:42.444424,2025-06-22 16:32:00.966795,0 days 00:00:18.522371,,,,,,,,1088,0.015,4m,2.6,0.6000000000000001,0.5,296,4416,0.03,3m,2.4000000000000004,1.0,2.0,432,3400.0,0.035,5m,1.0,1.0,1.5,128.0,2160.0,0.03,5m,2.6,0.6000000000000001,0.5,688.0,7952,0.035,5m,2.2,0.8,0.5,400,3672.0,0.03,3m,1.2,0.6000000000000001,1.0,672.0,6464,0.015,2m,2.4000000000000004,0.8,1.0,528,,,,,,,,,,,,,,,8128.0,0.015,1m,2.0,1.0,1.0,360.0,,,,,,,,3816.0,0.045000000000000005,4m,3.0,0.4,1.0,544.0,5280,0.05,2m,2.0,0.2,1.5,696,7424.0,0.035,5m,2.4000000000000004,0.6000000000000001,0.5,152.0,5408,0.01,4m,1.8,0.6000000000000001,2.0,672,7320.0,0.035,5m,1.0,0.4,0.5,216.0,7656,0.025,1m,1.6,0.4,1.0,992,5584,0.035,1m,2.2,0.6000000000000001,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.0,0.015,2m,1.4,0.6000000000000001,1.5,856.0,,,,,,,,1888,0.04,5m,2.0,0.6000000000000001,1.5,240,2904,0.04,2m,1.8,0.4,2.0,760,3448.0,0.03,1m,2.2,0.2,1.0,776.0,0.3,19,COMPLETE
73,73,0.9720770380090853,2025-06-22 16:32:01.012711,2025-06-22 16:32:12.934066,0 days 00:00:11.921355,,,,,,,,3664,0.015,4m,3.0,0.6000000000000001,1.0,216,5432,0.01,4m,2.4000000000000004,1.0,2.0,552,,,,,,,,4296.0,0.035,5m,2.8,1.0,1.0,712.0,5728,0.03,5m,2.2,0.8,0.5,456,,,,,,,,2936,0.02,3m,2.0,0.6000000000000001,2.0,576,,,,,,,,,,,,,,,7824.0,0.01,5m,2.4000000000000004,0.4,1.0,408.0,,,,,,,,,,,,,,,5696,0.045000000000000005,1m,1.2,0.2,1.5,968,,,,,,,,5832,0.015,4m,2.0,0.6000000000000001,2.0,352,5888.0,0.045000000000000005,5m,2.8,0.0,0.5,440.0,7296,0.02,4m,1.8,0.4,1.5,752,4896,0.035,1m,2.4000000000000004,1.0,1.5,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,0.035,4m,1.0,0.6000000000000001,2.0,304,2400,0.05,2m,2.0,0.0,2.0,184,1632.0,0.025,3m,1.8,0.0,0.5,864.0,0.25,14,COMPLETE
74,74,1.035304353179325,2025-06-22 16:32:12.984121,2025-06-22 16:32:33.119969,0 days 00:00:20.135848,,,,,,,,2680,0.01,4m,2.4000000000000004,0.8,1.0,360,6712,0.04,1m,2.4000000000000004,0.8,2.0,1024,5456.0,0.045000000000000005,2m,1.0,0.8,1.5,400.0,6976.0,0.02,5m,3.0,0.4,0.5,496.0,7544,0.01,5m,2.4000000000000004,0.8,0.5,208,4192.0,0.035,4m,2.0,0.8,1.0,816.0,3352,0.025,2m,2.6,0.6000000000000001,1.5,440,,,,,,,,,,,,,,,1280.0,0.02,1m,1.8,0.8,1.0,328.0,,,,,,,,5304.0,0.015,4m,1.6,0.0,0.5,608.0,4936,0.05,3m,2.6,0.2,1.5,616,5272.0,0.03,2m,3.0,0.4,0.5,224.0,3840,0.01,4m,2.0,0.4,2.0,552,6744.0,0.03,1m,1.4,0.2,1.5,792.0,8016,0.015,4m,2.0,0.6000000000000001,1.0,600,6304,0.04,1m,2.4000000000000004,0.6000000000000001,1.0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728.0,0.025,2m,3.0,1.0,1.5,584.0,2672.0,0.04,4m,1.2,1.0,1.5,944.0,6744.0,0.025,4m,2.0,0.8,0.5,712.0,2096,0.035,4m,2.2,0.6000000000000001,1.5,352,3248,0.04,5m,1.6,0.2,2.0,784,2760.0,0.045000000000000005,4m,3.0,0.4,1.0,904.0,0.25,21,COMPLETE
75,75,1.028421058265745,2025-06-22 16:32:33.158210,2025-06-22 16:32:54.364969,0 days 00:00:21.206759,6208.0,0.04,1m,2.4000000000000004,0.4,1.0,464.0,2640,0.01,4m,2.4000000000000004,0.8,1.0,488,7368,0.045000000000000005,1m,2.2,0.8,2.0,1024,5272.0,0.045000000000000005,2m,1.0,0.8,1.5,288.0,6976.0,0.015,5m,3.0,0.4,0.5,576.0,7472,0.01,5m,2.6,0.8,0.5,128,5384.0,0.035,4m,2.0,0.8,1.0,824.0,3424,0.025,1m,2.6,1.0,1.5,440,,,,,,,,,,,,,,,1296.0,0.02,1m,1.8,0.8,1.0,456.0,,,,,,,,4256.0,0.015,4m,1.6,0.0,0.5,616.0,4584,0.05,3m,2.6,0.4,1.5,568,7296.0,0.03,2m,3.0,0.4,0.5,216.0,3832,0.015,3m,1.8,0.4,2.0,520,7064.0,0.03,1m,1.4,0.2,1.5,832.0,7936,0.015,3m,1.4,0.6000000000000001,1.0,592,6416,0.04,4m,2.6,0.6000000000000001,1.0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.0,0.025,2m,3.0,1.0,1.5,576.0,2784.0,0.04,4m,1.2,1.0,1.5,1024.0,6536.0,0.025,4m,2.0,0.8,0.5,696.0,2400,0.04,4m,1.2,0.6000000000000001,1.5,384,1984,0.045000000000000005,5m,1.6,0.2,2.0,712,2232.0,0.045000000000000005,4m,3.0,0.4,1.0,976.0,0.2,22,COMPLETE
76,76,1.0088934665470202,2025-06-22 16:32:54.399118,2025-06-22 16:33:15.303430,0 days 00:00:20.904312,6912.0,0.03,1m,2.2,0.0,0.5,448.0,1952,0.01,4m,2.4000000000000004,0.8,1.0,432,7352,0.045000000000000005,1m,2.2,0.8,2.0,944,4560.0,0.045000000000000005,2m,1.0,0.8,1.5,296.0,7008.0,0.01,5m,3.0,0.4,0.5,496.0,7496,0.01,5m,2.6,0.8,0.5,128,5424.0,0.035,4m,2.0,0.8,1.0,848.0,4504,0.025,1m,2.6,1.0,1.0,448,,,,,,,,,,,,,,,1608.0,0.02,1m,1.6,0.8,1.0,456.0,,,,,,,,5240.0,0.015,4m,1.6,0.0,0.5,488.0,4576,0.05,3m,2.2,0.0,1.5,568,8176.0,0.03,2m,3.0,0.4,0.5,264.0,4168,0.015,3m,1.8,0.4,2.0,544,6696.0,0.03,1m,1.4,0.2,1.5,792.0,7944,0.015,3m,1.2,0.6000000000000001,1.0,592,6520,0.04,4m,2.8,0.6000000000000001,1.5,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784.0,0.025,2m,3.0,1.0,1.5,464.0,3656.0,0.045000000000000005,4m,1.2,1.0,1.5,936.0,7024.0,0.025,4m,2.0,1.0,0.5,712.0,2384,0.045000000000000005,5m,1.2,0.6000000000000001,1.5,392,3256,0.045000000000000005,5m,1.6,0.2,2.0,704,2808.0,0.05,4m,3.0,0.4,1.0,896.0,0.2,22,COMPLETE
77,77,0.9774056727523336,2025-06-22 16:33:15.360970,2025-06-22 16:33:36.733227,0 days 00:00:21.372257,7264.0,0.03,1m,2.4000000000000004,0.0,0.5,456.0,1952,0.01,4m,2.4000000000000004,0.8,1.0,480,6784,0.045000000000000005,1m,2.2,0.8,2.0,1024,4584.0,0.045000000000000005,2m,1.0,0.8,1.5,296.0,7376.0,0.01,5m,3.0,0.4,0.5,488.0,7480,0.01,5m,2.6,0.8,0.5,208,5480.0,0.035,4m,2.0,0.8,1.0,848.0,5344,0.025,1m,2.6,1.0,1.0,376,,,,,,,,,,,,,,,1312.0,0.02,1m,1.6,0.8,1.0,456.0,,,,,,,,5288.0,0.01,4m,1.6,0.0,0.5,608.0,4968,0.05,3m,2.4000000000000004,0.0,1.5,480,7984.0,0.03,2m,3.0,0.4,0.5,224.0,3824,0.015,3m,1.8,0.4,2.0,560,6648.0,0.025,1m,1.4,0.2,1.5,792.0,8048,0.01,3m,1.2,0.8,1.0,560,6288,0.04,4m,2.8,0.6000000000000001,1.5,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664.0,0.025,2m,3.0,1.0,1.5,456.0,3440.0,0.045000000000000005,4m,1.2,1.0,1.5,936.0,7128.0,0.025,4m,2.0,1.0,0.5,728.0,2352,0.045000000000000005,5m,1.4,0.6000000000000001,1.5,352,3320,0.045000000000000005,5m,1.4,0.2,2.0,704,2856.0,0.05,4m,3.0,0.4,1.0,976.0,0.2,22,COMPLETE
78,78,1.0072509424187364,2025-06-22 16:33:36.768925,2025-06-22 16:33:55.571854,0 days 00:00:18.802929,,,,,,,,1520,0.01,2m,2.4000000000000004,0.8,1.0,504,7464,0.045000000000000005,1m,2.4000000000000004,0.8,2.0,960,4880.0,0.05,2m,1.2,0.8,1.5,304.0,7008.0,0.01,5m,2.8,0.4,0.5,416.0,7240,0.01,5m,2.6,0.2,0.5,128,6104.0,0.035,4m,2.0,0.8,1.0,832.0,3304,0.03,1m,2.8,1.0,1.5,448,,,,,,,,,,,,,,,1216.0,0.02,1m,1.6,0.6000000000000001,1.0,520.0,,,,,,,,4288.0,0.015,4m,1.8,0.0,0.5,480.0,4640,0.05,3m,2.2,0.0,1.5,560,7240.0,0.025,2m,3.0,0.4,0.5,272.0,4128,0.01,3m,1.8,0.4,2.0,520,6832.0,0.03,1m,1.2,0.2,1.5,816.0,7872,0.015,3m,1.0,0.6000000000000001,1.0,544,6064,0.04,4m,2.8,0.6000000000000001,1.5,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.0,0.04,4m,1.0,1.0,1.5,1024.0,6632.0,0.03,4m,1.8,0.8,0.5,688.0,2096,0.045000000000000005,5m,1.2,0.6000000000000001,1.5,448,3592,0.045000000000000005,5m,1.6,0.2,2.0,848,3160.0,0.05,4m,3.0,0.4,1.0,896.0,0.2,20,COMPLETE
